,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away
130,130,14,Fri,2018-11-30,20:00,Cardiff City,1.0,0.8,Wolves,"30,213",Cardiff City Stadium,Andre Marriner,/en/matches/c8d648e4/Cardiff-City-Wolverhampton-Wanderers-November-30-2018-Premier-League,2,1,3-1-4-2,3-4-3,3.0,12.0,7.0,6.0,20.0,18.0,505.0,549.0,26.0,21.0,12.0,8.0,39.0,43.0,23.0,48.0,2.0,0.0,11.0,12.0,31.0,32.0,110.0,86.0,1.0,0.0,0.0,2.0,0.0,0.0,Neil Etheridge,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Joe Ralls,Josh Murphy,Callum Paterson,Aron Gunnarsson,Víctor Camarasa,Sol Bamba,Junior Hoilett,Alex Smithies,Lee Peltier,Joe Bennett,Danny Ward,Bobby Reid,Nathaniel Mendez-Laing,Rui Patrício,Matt Doherty,Rúben Neves,Raúl Jiménez,Hélder Costa,Willy Boly,Conor Coady,Romain Saïss,João Moutinho,Rúben Vinagre,Adama Traoré,John Ruddy,Ryan Bennett,Ivan Cavaleiro,Morgan Gibbs-White,Diogo Jota,Ryan John Giles
131,131,14,Sat,2018-12-01,15:00,Newcastle Utd,1.0,2.5,West Ham,"51,853",St. James' Park,Paul Tierney,/en/matches/4e78a620/Newcastle-United-West-Ham-United-December-1-2018-Premier-League,0,3,4-4-1-1,4-4-2,10.0,10.0,7.0,3.0,33.0,12.0,665.0,516.0,11.0,26.0,14.0,9.0,14.0,22.0,12.0,43.0,3.0,3.0,5.0,15.0,28.0,13.0,78.0,70.0,3.0,0.0,0.0,3.0,0.0,0.0,Martin Dúbravka,Ki Sung-yueng,Fabian Schär,Salomón Rondón,Mohamed Diamé,Matt Ritchie,Kenedy,Ayoze Pérez,Federico Fernández,Javier Manquillo,DeAndre Yedlin,Freddie Woodman,Ciaran Clark,Jamaal Lascelles,Jonjo Shelvey,Joselu,Christian Atsu,Łukasz Fabiański,Aaron Cresswell,Fabián Balbuena,Pablo Zabaleta,Marko Arnautović,Felipe Anderson,Robert Snodgrass,Mark Noble,Javier Hernández,Issa Diop,Declan Rice,Adrián,Andy Carroll,Pedro Obiang,Jack Wilshere,Angelo Ogbonna,Arthur Masuaku
132,132,14,Sat,2018-12-01,15:00,Crystal Palace,1.6,0.7,Burnley,"25,098",Selhurst Park,Lee Probert,/en/matches/5fb5a6c9/Crystal-Palace-Burnley-December-1-2018-Premier-League,2,0,4-4-2,4-4-1-1,9.0,10.0,10.0,2.0,15.0,23.0,679.0,533.0,9.0,18.0,10.0,15.0,20.0,23.0,23.0,32.0,1.0,2.0,4.0,13.0,27.0,23.0,63.0,92.0,1.0,0.0,0.0,1.0,0.0,0.0,Wayne Hennessey,Patrick van Aanholt,Luka Milivojević,James Tomkins,Max Meyer,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,James McArthur,Aaron Wan-Bissaka,Vicente Guaita,Joel Ward,Alexander Sørloth,Jordan Ayew,Jeffrey Schlupp,Martin Kelly,Joe Hart,Matthew Lowton,Charlie Taylor,Jack Cork,Ben Mee,Jóhann Berg Guðmundsson,Chris Wood,Jeff Hendrick,Steven Defour,Aaron Lennon,Kevin Long,Tom Heaton,James Tarkowski,Sam Vokes,Ashley Barnes,Robbie Brady,Ashley Westwood
133,133,14,Sat,2018-12-01,15:00,Huddersfield,0.6,1.2,Brighton,"22,973",The John Smith's Stadium,Michael Oliver,/en/matches/c4b81247/Huddersfield-Town-Brighton-and-Hove-Albion-December-1-2018-Premier-League,1,2,3-5-1-1,4-3-3,10.0,12.0,2.0,6.0,12.0,17.0,409.0,728.0,13.0,15.0,13.0,11.0,16.0,31.0,19.0,31.0,1.0,4.0,10.0,7.0,26.0,22.0,74.0,85.0,0.0,1.0,0.0,2.0,0.0,0.0,Jonas Lössl,Terence Kongolo,Jonathan Hogg,Philip Billing,Aaron Mooy,Alex Pritchard,Steve Mounié,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Erik Durm,Ben Hamer,Tommy Smith,Elias Kachunga,Ramadan Sobhi,Isaac Mbenza,Danny Williams,Mathew Ryan,Bruno,Shane Duffy,Lewis Dunk,Yves Bissouma,Florin Andone,Pascal Groß,José Izquierdo,Solly March,Davy Pröpper,Bernardo,Jason Steele,Gaëtan Bong,Beram Kayal,Jürgen Locadia,Anthony Knockaert,Leon Balogun
134,134,14,Sat,2018-12-01,15:00,Leicester City,1.3,1.2,Watford,"31,353",King Power Stadium,Graham Scott,/en/matches/db20d5d7/Leicester-City-Watford-December-1-2018-Premier-League,2,0,4-2-3-1,4-2-2-2,7.0,6.0,4.0,8.0,11.0,25.0,474.0,665.0,27.0,14.0,16.0,12.0,24.0,10.0,48.0,19.0,1.0,1.0,12.0,6.0,20.0,37.0,77.0,62.0,2.0,0.0,0.0,1.0,1.0,0.0,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Jonny Evans,Demarai Gray,Jamie Vardy,James Maddison,Marc Albrighton,Ricardo Pereira,Nampalys Mendy,Wilfred Ndidi,Danny Ward,Çağlar Söyüncü,Kelechi Iheanacho,Shinji Okazaki,Vicente Iborra,Fousseni Diabaté,Ben Foster,Adrian Mariappa,Gerard Deulofeu,Isaac Success,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Kiko Femenía,José Holebas,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Troy Deeney,Adam Masina,Ken Sema,Nathaniel Chalobah,Andre Gray
135,135,14,Sat,2018-12-01,15:00,Manchester City,2.6,0.6,Bournemouth,"54,409",Etihad Stadium,Stuart Attwell,/en/matches/f54cc2e1/Manchester-City-Bournemouth-December-1-2018-Premier-League,3,1,4-3-3,5-4-1,9.0,3.0,8.0,4.0,17.0,9.0,927.0,413.0,14.0,6.0,11.0,12.0,13.0,26.0,21.0,36.0,2.0,3.0,7.0,6.0,18.0,22.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Ederson,Danilo,Raheem Sterling,İlkay Gündoğan,Aymeric Laporte,Leroy Sané,Bernardo Silva,Fernandinho,Nicolás Otamendi,Gabriel Jesus,Oleksandr Zinchenko,Arijanet Muric,Kyle Walker,Vincent Kompany,Fabian Delph,David Silva,Riyad Mahrez,Asmir Begović,Simon Francis,Steve Cook,Nathan Aké,Andrew Surman,Charlie Daniels,Callum Wilson,Lewis Cook,Joshua King,Ryan Fraser,Tyrone Mings,Artur Boruc,Lys Mousset,Jermain Defoe,Junior Stanislas,David Brooks,Diego Rico
136,136,14,Sat,2018-12-01,17:30,Southampton,0.7,1.1,Manchester Utd,"30,187",St. Mary's Stadium,Kevin Friend,/en/matches/981f33f6/Southampton-Manchester-United-December-1-2018-Premier-League,2,2,3-4-1-2,5-3-2,12.0,13.0,3.0,5.0,13.0,24.0,513.0,686.0,20.0,24.0,16.0,10.0,9.0,26.0,25.0,17.0,0.0,2.0,9.0,7.0,11.0,27.0,66.0,56.0,4.0,0.0,0.0,4.0,0.0,0.0,Alex McCarthy,Cédric Soares,Maya Yoshida,Jannik Vestergaard,Jack Stephens,Stuart Armstrong,Mario Lemina,Nathan Redmond,Pierre Højbjerg,Yan Valery,Michael Obafemi,Angus Gunn,Wesley Hoedt,Steven Davis,Charlie Austin,Oriol Romeu,James Ward-Prowse,David de Gea,Phil Jones,Paul Pogba,Romelu Lukaku,Marcus Rashford,Ashley Young,Ander Herrera,Luke Shaw,Marouane Fellaini,Nemanja Matić,Scott McTominay,Sergio Romero,Juan Mata,Anthony Martial,Jesse Lingard,Marcos Rojo,Fred
137,137,14,Sun,2018-12-02,12:00,Chelsea,2.1,0.4,Fulham,"40,551",Stamford Bridge,Craig Pawson,/en/matches/3f74e2d2/Chelsea-Fulham-December-2-2018-Premier-League,2,0,4-3-3,4-1-2-1-2,8.0,17.0,4.0,6.0,14.0,18.0,876.0,515.0,18.0,23.0,11.0,9.0,15.0,14.0,17.0,19.0,0.0,1.0,9.0,5.0,23.0,27.0,69.0,88.0,2.0,0.0,0.0,1.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Eden Hazard,Pedro,Mateo Kovačić,Olivier Giroud,César Azpilicueta,David Luiz,Willy Caballero,Cesc Fàbregas,Ruben Loftus-Cheek,Davide Zappacosta,Willian,Andreas Christensen,Sergio Rico,Ryan Sessegnon,Denis Odoi,Calum Chambers,Stefan Johansen,Aleksandar Mitrović,Tom Cairney,Maxime Le Marchand,Cyrus Christie,Jean Seri,Alfie Mawson,Marcus Bettinelli,Neeskens Kebano,Floyd Ayité,Tim Ream,Joe Bryan,Ibrahima Cissé
138,138,14,Sun,2018-12-02,14:05,Arsenal,2.7,1.2,Tottenham,"59,973",Emirates Stadium,Mike Dean,/en/matches/2ddc7388/North-London-Derby-Arsenal-Tottenham-Hotspur-December-2-2018-Premier-League,4,2,3-4-3,4-1-2-1-2,15.0,17.0,8.0,5.0,22.0,11.0,662.0,490.0,27.0,21.0,12.0,10.0,12.0,15.0,20.0,19.0,5.0,2.0,5.0,13.0,18.0,24.0,87.0,67.0,3.0,0.0,0.0,5.0,0.0,1.0,Bernd Leno,Héctor Bellerín,Sokratis Papastathopoulos,Henrikh Mkhitaryan,Lucas Torreira,Pierre-Emerick Aubameyang,Rob Holding,Alex Iwobi,Shkodran Mustafi,Sead Kolašinac,Granit Xhaka,Petr Čech,Mohamed Elneny,Aaron Ramsey,Alexandre Lacazette,Stephan Lichtsteiner,Ainsley Maitland-Niles,Hugo Lloris,Jan Vertonghen,Son Heung-min,Harry Kane,Eric Dier,Moussa Sissoko,Dele Alli,Juan Foyth,Christian Eriksen,Serge Aurier,Ben Davies,Paulo Gazzaniga,Danny Rose,Toby Alderweireld,Harry Winks,Kyle Walker-Peters,Fernando Llorente
139,139,14,Sun,2018-12-02,16:15,Liverpool,2.9,1.1,Everton,"51,756",Anfield,Chris Kavanagh,/en/matches/1f2c2385/Merseyside-Derby-Liverpool-Everton-December-2-2018-Premier-League,1,0,4-2-3-1,4-4-1-1,12.0,7.0,8.0,1.0,21.0,12.0,688.0,552.0,21.0,16.0,7.0,11.0,10.0,16.0,19.0,42.0,1.0,3.0,5.0,16.0,27.0,14.0,92.0,67.0,3.0,0.0,0.0,2.0,0.0,0.0,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Xherdan Shaqiri,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,James Milner,Naby Keïta,Daniel Sturridge,Alberto Moreno,Divock Origi,Jordan Pickford,Michael Keane,André Gomes,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Yerry Mina,Idrissa Gana Gueye,Bernard,Séamus Coleman,Richarlison,Maarten Stekelenburg,Leighton Baines,Kurt Zouma,Cenk Tosun,Tom Davies,Dominic Calvert-Lewin
140,140,15,Tue,2018-12-04,19:45,West Ham,1.7,2.1,Cardiff City,"56,811",London Stadium,Graham Scott,/en/matches/044b4b5a/West-Ham-United-Cardiff-City-December-4-2018-Premier-League,3,1,4-4-2,4-1-4-1,10.0,10.0,10.0,4.0,19.0,12.0,624.0,459.0,12.0,14.0,14.0,14.0,24.0,25.0,11.0,21.0,2.0,5.0,7.0,7.0,24.0,24.0,59.0,76.0,1.0,0.0,0.0,2.0,0.0,0.0,Łukasz Fabiański,Marko Arnautović,Felipe Anderson,Robert Snodgrass,Mark Noble,Javier Hernández,Angelo Ogbonna,Issa Diop,Arthur Masuaku,Michail Antonio,Declan Rice,Adrián,Fabián Balbuena,Pablo Zabaleta,Andy Carroll,Pedro Obiang,Lucas Pérez,Neil Etheridge,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Joe Ralls,Callum Paterson,Aron Gunnarsson,Víctor Camarasa,Sol Bamba,Junior Hoilett,Alex Smithies,Lee Peltier,Josh Murphy,Bobby Reid,Nathaniel Mendez-Laing,Kadeem Harris
141,141,15,Tue,2018-12-04,19:45,Brighton,1.3,1.7,Crystal Palace,"29,663",The American Express Community Stadium,Kevin Friend,/en/matches/07d048d9/Brighton-and-Hove-Albion-Crystal-Palace-December-4-2018-Premier-League,3,1,4-3-3,4-4-2,14.0,12.0,4.0,5.0,12.0,17.0,454.0,770.0,30.0,17.0,16.0,5.0,14.0,16.0,34.0,12.0,0.0,0.0,11.0,4.0,15.0,32.0,65.0,55.0,2.0,1.0,0.0,3.0,0.0,0.0,Mathew Ryan,Shane Duffy,Lewis Dunk,Yves Bissouma,Pascal Groß,Glenn Murray,José Izquierdo,Solly March,Martín Montoya,Davy Pröpper,Bernardo,Jason Steele,Gaëtan Bong,Beram Kayal,Jürgen Locadia,Florin Andone,Anthony Knockaert,Wayne Hennessey,Patrick van Aanholt,Luka Milivojević,James Tomkins,Max Meyer,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,James McArthur,Aaron Wan-Bissaka,Vicente Guaita,Joel Ward,Alexander Sørloth,Jordan Ayew,Jeffrey Schlupp,Martin Kelly
142,142,15,Tue,2018-12-04,19:45,Bournemouth,0.9,1.8,Huddersfield,"9,980",Vitality Stadium,Roger East,/en/matches/98f1ef21/Bournemouth-Huddersfield-Town-December-4-2018-Premier-League,2,1,4-4-2,4-2-3-1,14.0,11.0,4.0,8.0,11.0,45.0,508.0,792.0,14.0,22.0,14.0,12.0,30.0,39.0,59.0,8.0,3.0,0.0,8.0,5.0,21.0,31.0,68.0,106.0,4.0,0.0,0.0,2.0,0.0,0.0,Asmir Begović,Simon Francis,Steve Cook,Nathan Aké,Jefferson Lerma,Charlie Daniels,Callum Wilson,Lewis Cook,Joshua King,David Brooks,Ryan Fraser,Artur Boruc,Andrew Surman,Lys Mousset,Jermain Defoe,Junior Stanislas,Diego Rico,Jonas Lössl,Terence Kongolo,Jonathan Hogg,Philip Billing,Aaron Mooy,Laurent Depoitre,Alex Pritchard,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Erik Durm,Ben Hamer,Tommy Smith,Elias Kachunga,Ramadan Sobhi,Isaac Mbenza,Danny Williams
143,143,15,Tue,2018-12-04,20:00,Watford,1.8,2.5,Manchester City,"20,389",Vicarage Road Stadium,Paul Tierney,/en/matches/bc25da05/Watford-Manchester-City-December-4-2018-Premier-League,1,2,4-1-4-1,4-3-3,4.0,8.0,3.0,11.0,8.0,21.0,463.0,869.0,18.0,16.0,8.0,6.0,30.0,16.0,36.0,28.0,4.0,6.0,9.0,4.0,14.0,15.0,68.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,Ben Foster,Troy Deeney,Isaac Success,Nathaniel Chalobah,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Kiko Femenía,José Holebas,Christian Kabasele,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Gerard Deulofeu,Adam Masina,Andre Gray,Domingos Quina,Ederson,Kyle Walker,Vincent Kompany,John Stones,Fabian Delph,Leroy Sané,Bernardo Silva,David Silva,Fernandinho,Riyad Mahrez,Gabriel Jesus,Arijanet Muric,Danilo,Raheem Sterling,İlkay Gündoğan,Aymeric Laporte,Nicolás Otamendi
144,144,15,Wed,2018-12-05,19:45,Wolves,0.7,1.3,Chelsea,"31,300",Molineux Stadium,Jonathan Moss,/en/matches/1f0139bd/Wolverhampton-Wanderers-Chelsea-December-5-2018-Premier-League,2,1,3-4-3,4-3-3,18.0,10.0,1.0,5.0,13.0,18.0,434.0,834.0,16.0,14.0,23.0,11.0,15.0,19.0,20.0,22.0,2.0,0.0,11.0,6.0,15.0,24.0,81.0,49.0,4.0,0.0,0.0,4.0,0.0,0.0,Rui Patrício,Matt Doherty,Ryan Bennett,Raúl Jiménez,Willy Boly,Conor Coady,Morgan Gibbs-White,Diogo Jota,Romain Saïss,João Moutinho,Rúben Vinagre,John Ruddy,Ivan Cavaleiro,Hélder Costa,Kortney Hause,Leander Dendoncker,Léo Bonatini,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Eden Hazard,Ruben Loftus-Cheek,Willian,Andreas Christensen,César Azpilicueta,Álvaro Morata,Willy Caballero,Jorginho,Pedro,Mateo Kovačić,Olivier Giroud,Davide Zappacosta
145,145,15,Wed,2018-12-05,19:45,Fulham,1.4,1.2,Leicester City,"22,881",Craven Cottage,David Coote,/en/matches/6106db5b/Fulham-Leicester-City-December-5-2018-Premier-League,1,1,4-2-3-1,4-2-3-1,12.0,7.0,10.0,8.0,24.0,21.0,501.0,555.0,7.0,14.0,14.0,15.0,31.0,19.0,18.0,29.0,2.0,2.0,8.0,11.0,31.0,32.0,91.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio Rico,Ryan Sessegnon,Denis Odoi,Calum Chambers,Aleksandar Mitrović,Luciano Vietto,Maxime Le Marchand,Cyrus Christie,Jean Seri,Alfie Mawson,Aboubakar Kamara,Marcus Bettinelli,Neeskens Kebano,Tom Cairney,Tim Ream,André Schürrle,Joe Bryan,Kasper Schmeichel,Danny Simpson,Ben Chilwell,Çağlar Söyüncü,Wes Morgan,Kelechi Iheanacho,James Maddison,Marc Albrighton,Nampalys Mendy,Wilfred Ndidi,Fousseni Diabaté,Danny Ward,Demarai Gray,Ricardo Pereira,Shinji Okazaki,Vicente Iborra,Christian Fuchs
146,146,15,Wed,2018-12-05,19:45,Burnley,0.9,2.4,Liverpool,"21,741",Turf Moor,Stuart Attwell,/en/matches/e222777c/Burnley-Liverpool-December-5-2018-Premier-League,1,3,4-4-2,4-4-2,10.0,3.0,5.0,9.0,15.0,20.0,382.0,825.0,13.0,5.0,16.0,6.0,13.0,28.0,24.0,16.0,6.0,3.0,3.0,5.0,17.0,31.0,71.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,Joe Hart,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Ashley Barnes,Chris Wood,Robbie Brady,Ashley Westwood,Phil Bardsley,Tom Heaton,Matthew Lowton,Sam Vokes,Jeff Hendrick,Aaron Lennon,Matěj Vydra,Alisson,Virgil van Dijk,James Milner,Naby Keïta,Joe Gomez,Jordan Henderson,Daniel Sturridge,Alberto Moreno,Xherdan Shaqiri,Divock Origi,Joël Matip,Simon Mignolet,Fabinho,Roberto Firmino,Mohamed Salah,Adam Lallana,Rafael Camacho
147,147,15,Wed,2018-12-05,19:45,Everton,1.8,1.5,Newcastle Utd,"39,350",Goodison Park,Lee Mason,/en/matches/eda94231/Everton-Newcastle-United-December-5-2018-Premier-League,1,1,4-2-3-1,5-4-1,7.0,18.0,14.0,2.0,52.0,11.0,828.0,415.0,14.0,25.0,4.0,15.0,23.0,24.0,9.0,68.0,0.0,2.0,3.0,12.0,35.0,20.0,63.0,76.0,0.0,0.0,0.0,5.0,0.0,0.0,Jordan Pickford,Kurt Zouma,André Gomes,Gylfi Sigurðsson,Lucas Digne,Yerry Mina,Cenk Tosun,Idrissa Gana Gueye,Séamus Coleman,Richarlison,Ademola Lookman,Maarten Stekelenburg,Leighton Baines,Michael Keane,Theo Walcott,Bernard,Tom Davies,Martin Dúbravka,Ki Sung-yueng,Fabian Schär,Jamaal Lascelles,Jacob Murphy,Salomón Rondón,Mohamed Diamé,Federico Fernández,Javier Manquillo,DeAndre Yedlin,Christian Atsu,Freddie Woodman,Ciaran Clark,Jonjo Shelvey,Yoshinori Mutō,Ayoze Pérez,Joselu
148,148,15,Wed,2018-12-05,20:00,Manchester Utd,1.1,1.1,Arsenal,"74,507",Old Trafford,Andre Marriner,/en/matches/12fa1e2f/Manchester-United-Arsenal-December-5-2018-Premier-League,2,2,3-4-1-2,3-4-3,13.0,10.0,4.0,4.0,11.0,13.0,601.0,688.0,15.0,12.0,19.0,7.0,14.0,12.0,20.0,22.0,2.0,3.0,5.0,2.0,22.0,22.0,83.0,53.0,3.0,0.0,0.0,3.0,0.0,0.0,David de Gea,Eric Bailly,Marcus Rashford,Anthony Martial,Chris Smalling,Jesse Lingard,Marcos Rojo,Diogo Dalot,Ander Herrera,Nemanja Matić,Matteo Darmian,Sergio Romero,Paul Pogba,Juan Mata,Romelu Lukaku,Antonio Valencia,Marouane Fellaini,Bernd Leno,Héctor Bellerín,Sokratis Papastathopoulos,Aaron Ramsey,Lucas Torreira,Pierre-Emerick Aubameyang,Rob Holding,Alex Iwobi,Shkodran Mustafi,Mattéo Guendouzi,Sead Kolašinac,Petr Čech,Mohamed Elneny,Henrikh Mkhitaryan,Alexandre Lacazette,Stephan Lichtsteiner,Ainsley Maitland-Niles
149,149,15,Wed,2018-12-05,20:00,Tottenham,1.6,1.7,Southampton,"33,012",Tottenham Hotspur Stadium,Anthony Taylor,/en/matches/85f0d560/Tottenham-Hotspur-Southampton-December-5-2018-Premier-League,3,1,4-2-3-1,4-2-3-1,7.0,5.0,8.0,6.0,15.0,26.0,681.0,632.0,9.0,15.0,7.0,9.0,23.0,10.0,33.0,22.0,4.0,2.0,5.0,4.0,18.0,21.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Son Heung-min,Harry Winks,Harry Kane,Eric Dier,Juan Foyth,Christian Eriksen,Lucas Moura,Paulo Gazzaniga,Moussa Sissoko,Fernando Llorente,Dele Alli,Serge Aurier,Ben Davies,Alex McCarthy,Cédric Soares,Maya Yoshida,Jack Stephens,Steven Davis,James Ward-Prowse,Stuart Armstrong,Manolo Gabbiadini,Nathan Redmond,Pierre Højbjerg,Matt Targett,Angus Gunn,Jannik Vestergaard,Wesley Hoedt,Charlie Austin,Mohamed Elyounoussi,Oriol Romeu
150,150,16,Sat,2018-12-08,12:30,Bournemouth,0.3,1.6,Liverpool,"10,752",Vitality Stadium,Lee Mason,/en/matches/f7799c66/Bournemouth-Liverpool-December-8-2018-Premier-League,0,4,4-4-2,4-4-2,9.0,11.0,6.0,6.0,17.0,13.0,585.0,775.0,14.0,13.0,16.0,7.0,14.0,15.0,17.0,21.0,3.0,2.0,7.0,7.0,26.0,22.0,66.0,77.0,2.0,0.0,0.0,1.0,0.0,0.0,Asmir Begović,Simon Francis,Steve Cook,Nathan Aké,Andrew Surman,Jefferson Lerma,Charlie Daniels,Joshua King,Junior Stanislas,David Brooks,Ryan Fraser,Artur Boruc,Marc Pugh,Lys Mousset,Jordon Ibe,Jermain Defoe,Diego Rico,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,James Milner,Naby Keïta,Roberto Firmino,Mohamed Salah,Xherdan Shaqiri,Andrew Robertson,Joël Matip,Simon Mignolet,Sadio Mané,Jordan Henderson,Daniel Sturridge,Adam Lallana,Divock Origi
151,151,16,Sat,2018-12-08,15:00,West Ham,1.2,0.7,Crystal Palace,"56,995",London Stadium,Anthony Taylor,/en/matches/3b59adbe/West-Ham-United-Crystal-Palace-December-8-2018-Premier-League,3,2,4-4-2,4-4-2,10.0,8.0,5.0,3.0,24.0,16.0,607.0,624.0,19.0,19.0,13.0,8.0,25.0,10.0,23.0,27.0,2.0,0.0,6.0,7.0,18.0,14.0,80.0,57.0,1.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Fabián Balbuena,Pablo Zabaleta,Felipe Anderson,Robert Snodgrass,Mark Noble,Javier Hernández,Issa Diop,Arthur Masuaku,Lucas Pérez,Declan Rice,Adrián,Aaron Cresswell,Andy Carroll,Pedro Obiang,Angelo Ogbonna,Michail Antonio,Wayne Hennessey,Patrick van Aanholt,Luka Milivojević,James Tomkins,Max Meyer,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,James McArthur,Aaron Wan-Bissaka,Vicente Guaita,Joel Ward,Alexander Sørloth,Jordan Ayew,Jeffrey Schlupp,Martin Kelly
152,152,16,Sat,2018-12-08,15:00,Manchester Utd,2.3,1.2,Fulham,"74,523",Old Trafford,Lee Probert,/en/matches/56b98f03/Manchester-United-Fulham-December-8-2018-Premier-League,4,1,4-2-3-1,4-2-3-1,11.0,15.0,10.0,3.0,25.0,14.0,799.0,527.0,15.0,18.0,16.0,7.0,24.0,12.0,18.0,27.0,4.0,3.0,6.0,10.0,20.0,16.0,80.0,69.0,1.0,0.0,0.0,3.0,0.0,1.0,David de Gea,Phil Jones,Juan Mata,Romelu Lukaku,Marcus Rashford,Chris Smalling,Jesse Lingard,Ashley Young,Diogo Dalot,Ander Herrera,Nemanja Matić,Sergio Romero,Paul Pogba,Andreas Pereira,Marcos Rojo,Fred,Marouane Fellaini,Sergio Rico,Ryan Sessegnon,Denis Odoi,Aleksandar Mitrović,Tom Cairney,Tim Ream,André Schürrle,Joe Bryan,Jean Seri,Alfie Mawson,Andre-Frank Zambo Anguissa,Marcus Bettinelli,Neeskens Kebano,Stefan Johansen,Luciano Vietto,Cyrus Christie,Ibrahima Cissé
153,153,16,Sat,2018-12-08,15:00,Burnley,1.4,1.0,Brighton,"18,497",Turf Moor,Martin Atkinson,/en/matches/6d8dc23c/Burnley-Brighton-and-Hove-Albion-December-8-2018-Premier-League,1,0,4-4-2,4-3-3,11.0,11.0,2.0,7.0,15.0,21.0,465.0,669.0,12.0,11.0,11.0,13.0,30.0,30.0,23.0,19.0,2.0,1.0,11.0,11.0,25.0,22.0,79.0,111.0,2.0,0.0,0.0,0.0,0.0,0.0,Joe Hart,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Ashley Barnes,Chris Wood,Robbie Brady,Ashley Westwood,Phil Bardsley,Tom Heaton,Matthew Lowton,Sam Vokes,Jeff Hendrick,Aaron Lennon,Matěj Vydra,Mathew Ryan,Bruno,Lewis Dunk,Yves Bissouma,Florin Andone,Anthony Knockaert,Pascal Groß,Leon Balogun,Solly March,Davy Pröpper,Bernardo,Jason Steele,Gaëtan Bong,Dale Stephens,Beram Kayal,Jürgen Locadia,Glenn Murray
