,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away
309,309,32,Sat,2019-03-30,15:00,Manchester Utd,1.6,1.5,Watford,"74,543",Old Trafford,Stuart Attwell,/en/matches/e1e4e2be/Manchester-United-Watford-March-30-2019-Premier-League,2,1,4-3-1-2,4-2-2-2,14.0,9.0,3.0,5.0,8.0,19.0,587.0,560.0,16.0,13.0,10.0,12.0,15.0,23.0,36.0,18.0,4.0,3.0,9.0,3.0,22.0,14.0,63.0,57.0,1.0,0.0,0.0,2.0,0.0,0.0,David de Gea,Phil Jones,Paul Pogba,Juan Mata,Marcus Rashford,Anthony Martial,Chris Smalling,Ashley Young,Ander Herrera,Luke Shaw,Nemanja Matić,Sergio Romero,Romelu Lukaku,Jesse Lingard,Andreas Pereira,Marcos Rojo,Fred,Ben Foster,Daryl Janmaat,Miguel Britos,Gerard Deulofeu,Troy Deeney,Adam Masina,Abdoulaye Doucouré,Will Hughes,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Isaac Success,Craig Cathcart,Andre Gray,Domingos Quina,Kiko Femenía
310,310,32,Sat,2019-03-30,17:30,West Ham,0.1,1.8,Everton,"59,988",London Stadium,Paul Tierney,/en/matches/7971b1a6/West-Ham-United-Everton-March-30-2019-Premier-League,0,2,4-4-2,4-2-3-1,7.0,14.0,4.0,9.0,17.0,21.0,594.0,612.0,23.0,24.0,14.0,19.0,21.0,20.0,26.0,22.0,2.0,3.0,5.0,4.0,28.0,25.0,65.0,75.0,1.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Aaron Cresswell,Pablo Zabaleta,Marko Arnautović,Manuel Lanzini,Robert Snodgrass,Pedro Obiang,Angelo Ogbonna,Issa Diop,Lucas Pérez,Declan Rice,Adrián,Fabián Balbuena,Mark Noble,Javier Hernández,Arthur Masuaku,Michail Antonio,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Gylfi Sigurðsson,Lucas Digne,Idrissa Gana Gueye,Bernard,Séamus Coleman,Dominic Calvert-Lewin,Richarlison,Maarten Stekelenburg,Leighton Baines,Phil Jagielka,Theo Walcott,Cenk Tosun,Tom Davies
311,311,32,Sun,2019-03-31,14:05,Cardiff City,0.5,1.8,Chelsea,"32,657",Cardiff City Stadium,Craig Pawson,/en/matches/2aac7103/Cardiff-City-Chelsea-March-31-2019-Premier-League,1,2,4-2-3-1,4-3-3,8.0,14.0,2.0,7.0,9.0,13.0,390.0,742.0,27.0,10.0,14.0,9.0,21.0,25.0,24.0,21.0,2.0,1.0,11.0,9.0,19.0,20.0,96.0,55.0,2.0,0.0,0.0,3.0,0.0,0.0,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Aron Gunnarsson,Víctor Camarasa,Oumar Niasse,Junior Hoilett,Brian Murphy,Joe Ralls,Kenneth Zohore,Bobby Reid,Leandro Bacuna,Nathaniel Mendez-Laing,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,Ross Barkley,Gonzalo Higuaín,Pedro,Mateo Kovačić,Willian,César Azpilicueta,David Luiz,Willy Caballero,N'Golo Kanté,Eden Hazard,Ruben Loftus-Cheek,Olivier Giroud,Callum Hudson-Odoi
312,312,32,Sun,2019-03-31,16:30,Liverpool,1.0,0.7,Tottenham,"53,322",Anfield,Martin Atkinson,/en/matches/ea0b32eb/Liverpool-Tottenham-Hotspur-March-31-2019-Premier-League,2,1,4-3-3,3-1-4-2,5.0,8.0,10.0,3.0,23.0,13.0,615.0,637.0,18.0,16.0,8.0,8.0,13.0,10.0,20.0,26.0,2.0,2.0,11.0,17.0,25.0,30.0,90.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Simon Mignolet,Fabinho,Dejan Lovren,Naby Keïta,Adam Lallana,Xherdan Shaqiri,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Lucas Moura,Paulo Gazzaniga,Son Heung-min,Victor Wanyama,Fernando Llorente,Juan Foyth,Ben Davies
313,313,32,Mon,2019-04-01,20:00,Arsenal,0.8,0.1,Newcastle Utd,"59,869",Emirates Stadium,Anthony Taylor,/en/matches/5bf58a42/Arsenal-Newcastle-United-April-1-2019-Premier-League,2,0,3-4-3,5-4-1,11.0,10.0,6.0,2.0,18.0,10.0,852.0,437.0,13.0,17.0,9.0,18.0,20.0,15.0,17.0,25.0,2.0,2.0,3.0,7.0,27.0,20.0,58.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,Bernd Leno,Sokratis Papastathopoulos,Aaron Ramsey,Alexandre Lacazette,Mesut Özil,Ainsley Maitland-Niles,Alex Iwobi,Nacho Monreal,Shkodran Mustafi,Mattéo Guendouzi,Sead Kolašinac,Petr Čech,Mohamed Elneny,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,Denis Suárez,Carl Jenkinson,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Salomón Rondón,Mohamed Diamé,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Florian Lejeune,DeAndre Yedlin,Miguel Almirón,Karl Darlow,Ki Sung-yueng,Jonjo Shelvey,Yoshinori Mutō,Kenedy,Federico Fernández
314,314,33,Tue,2019-04-02,19:45,Wolves,1.8,1.8,Manchester Utd,"31,302",Molineux Stadium,Mike Dean,/en/matches/658e6ed1/Wolverhampton-Wanderers-Manchester-United-April-2-2019-Premier-League,2,1,3-5-2,3-5-1-1,5.0,11.0,3.0,5.0,12.0,12.0,653.0,653.0,17.0,14.0,14.0,6.0,21.0,22.0,26.0,11.0,4.0,5.0,9.0,9.0,11.0,20.0,84.0,64.0,1.0,0.0,0.0,4.0,0.0,1.0,Rui Patrício,Matt Doherty,Ryan Bennett,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Diogo Jota,João Moutinho,Rúben Vinagre,Leander Dendoncker,John Ruddy,Ivan Cavaleiro,Hélder Costa,Morgan Gibbs-White,Jonny Castro,Romain Saïss,David de Gea,Victor Lindelöf,Paul Pogba,Romelu Lukaku,Chris Smalling,Jesse Lingard,Fred,Ashley Young,Diogo Dalot,Luke Shaw,Scott McTominay,Sergio Romero,Phil Jones,Juan Mata,Anthony Martial,Andreas Pereira,Marcos Rojo
315,315,33,Tue,2019-04-02,19:45,Watford,1.2,1.6,Fulham,"17,301",Vicarage Road Stadium,Roger East,/en/matches/76199a18/Watford-Fulham-April-2-2019-Premier-League,4,1,4-2-2-2,3-4-3,12.0,5.0,6.0,4.0,18.0,22.0,623.0,708.0,22.0,18.0,9.0,8.0,14.0,21.0,17.0,24.0,2.0,0.0,4.0,2.0,14.0,18.0,54.0,74.0,3.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Adrian Mariappa,Gerard Deulofeu,Troy Deeney,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Kiko Femenía,José Holebas,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Daryl Janmaat,Adam Masina,Ken Sema,Andre Gray,Domingos Quina,Sergio Rico,Ryan Sessegnon,Calum Chambers,Aleksandar Mitrović,Tom Cairney,Ryan Babel,Tim Ream,Maxime Le Marchand,Cyrus Christie,Joe Bryan,Andre-Frank Zambo Anguissa,Fabricio,Denis Odoi,Kevin McDonald,Neeskens Kebano,André Schürrle,Timothy Fosu-Mensah
316,316,27,Wed,2019-04-03,19:45,Chelsea,2.7,0.4,Brighton,"38,593",Stamford Bridge,Graham Scott,/en/matches/e112b3a5/Chelsea-Brighton-and-Hove-Albion-April-3-2019-Premier-League,3,0,4-3-3,4-3-3,5.0,9.0,7.0,1.0,20.0,9.0,892.0,499.0,19.0,17.0,8.0,15.0,17.0,15.0,7.0,26.0,0.0,2.0,5.0,13.0,15.0,15.0,40.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepa Arrizabalaga,Jorginho,N'Golo Kanté,Eden Hazard,Ruben Loftus-Cheek,Olivier Giroud,Callum Hudson-Odoi,Andreas Christensen,César Azpilicueta,David Luiz,Emerson Palmieri,Willy Caballero,Antonio Rüdiger,Ross Barkley,Gonzalo Higuaín,Mateo Kovačić,Davide Zappacosta,Mathew Ryan,Bruno,Gaëtan Bong,Shane Duffy,Lewis Dunk,Dale Stephens,Yves Bissouma,Florin Andone,Alireza Jahanbakhsh,Solly March,Davy Pröpper,David Button,Beram Kayal,Anthony Knockaert,Glenn Murray,José Izquierdo,Bernardo
317,317,31,Wed,2019-04-03,19:45,Tottenham,2.1,0.3,Crystal Palace,"59,215",Tottenham Hotspur Stadium,Andre Marriner,/en/matches/a87fd710/Tottenham-Hotspur-Crystal-Palace-April-3-2019-Premier-League,2,0,4-2-3-1,4-3-3,8.0,5.0,8.0,2.0,24.0,5.0,856.0,538.0,16.0,17.0,7.0,17.0,21.0,12.0,9.0,26.0,0.0,4.0,7.0,11.0,24.0,11.0,65.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Son Heung-min,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Ben Davies,Paulo Gazzaniga,Davinson Sánchez,Harry Winks,Victor Wanyama,Kyle Walker-Peters,Juan Foyth,Vicente Guaita,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Wilfried Zaha,Jeffrey Schlupp,James McArthur,Michy Batshuayi,Aaron Wan-Bissaka,Martin Kelly,Wayne Hennessey,Joel Ward,Scott Dann,Max Meyer,Andros Townsend,Jordan Ayew
318,318,33,Wed,2019-04-03,19:45,Manchester City,3.2,0.1,Cardiff City,"53,559",Etihad Stadium,Jonathan Moss,/en/matches/2b398496/Manchester-City-Cardiff-City-April-3-2019-Premier-League,2,0,4-3-3,4-4-1-1,3.0,7.0,17.0,4.0,30.0,6.0,816.0,300.0,11.0,14.0,8.0,10.0,13.0,14.0,9.0,29.0,1.0,1.0,5.0,22.0,16.0,6.0,41.0,67.0,0.0,0.0,0.0,3.0,0.0,0.0,Ederson,Danilo,John Stones,Aymeric Laporte,Kevin De Bruyne,Leroy Sané,Fernandinho,Riyad Mahrez,Gabriel Jesus,Oleksandr Zinchenko,Phil Foden,Arijanet Muric,Kyle Walker,Vincent Kompany,Raheem Sterling,İlkay Gündoğan,Bernardo Silva,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Joe Ralls,Josh Murphy,Aron Gunnarsson,Víctor Camarasa,Oumar Niasse,Junior Hoilett,Brian Murphy,Kenneth Zohore,Bobby Reid,Leandro Bacuna,Greg Cunningham,Nathaniel Mendez-Laing
319,319,33,Fri,2019-04-05,20:00,Southampton,0.9,1.9,Liverpool,"31,797",St. Mary's Stadium,Paul Tierney,/en/matches/cb6ed621/Southampton-Liverpool-April-5-2019-Premier-League,1,3,3-4-3,4-3-3,8.0,7.0,7.0,5.0,20.0,25.0,436.0,733.0,16.0,11.0,12.0,9.0,30.0,22.0,37.0,18.0,3.0,3.0,9.0,12.0,18.0,29.0,83.0,76.0,2.0,0.0,0.0,4.0,0.0,0.0,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Shane Long,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Yan Valery,Alex McCarthy,Jack Stephens,Charlie Austin,Sam Gallagher,Stuart Armstrong,Matt Targett,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Simon Mignolet,Dejan Lovren,James Milner,Jordan Henderson,Alberto Moreno,Xherdan Shaqiri
320,320,33,Sat,2019-04-06,15:00,Huddersfield,1.7,3.5,Leicester City,"24,126",The John Smith's Stadium,David Coote,/en/matches/adf9a17a/Huddersfield-Town-Leicester-City-April-6-2019-Premier-League,1,4,4-4-1-1,4-1-4-1,13.0,11.0,8.0,5.0,21.0,16.0,521.0,634.0,17.0,16.0,14.0,12.0,15.0,16.0,14.0,21.0,2.0,3.0,8.0,6.0,22.0,22.0,82.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,Ben Hamer,Tommy Smith,Terence Kongolo,Jonathan Hogg,Aaron Mooy,Chris Löwe,Karlan Grant,Alex Pritchard,Christopher Schindler,Jon Gorenc Stanković,Erik Durm,Joel Coleman,Juninho Bacuna,Elias Kachunga,Isaac Mbenza,Danny Williams,Steve Mounié,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Wes Morgan,Demarai Gray,Jamie Vardy,James Maddison,Ricardo Pereira,Harvey Barnes,Youri Tielemans,Wilfred Ndidi,Danny Ward,Kelechi Iheanacho,Shinji Okazaki,Nampalys Mendy,Christian Fuchs,Rachid Ghezzal
321,321,33,Sat,2019-04-06,15:00,Bournemouth,1.1,1.2,Burnley,"10,446",Vitality Stadium,Martin Atkinson,/en/matches/c48c3132/Bournemouth-Burnley-April-6-2019-Premier-League,1,3,4-4-2,4-4-2,12.0,16.0,3.0,6.0,19.0,28.0,606.0,440.0,6.0,12.0,6.0,4.0,35.0,24.0,38.0,22.0,2.0,5.0,11.0,14.0,24.0,23.0,61.0,105.0,2.0,0.0,0.0,3.0,0.0,0.0,Asmir Begović,Dan Gosling,Nathan Aké,Jefferson Lerma,Callum Wilson,Adam Smith,Joshua King,David Brooks,Nathaniel Clyne,Ryan Fraser,Chris Mepham,Artur Boruc,Lys Mousset,Jordon Ibe,Junior Stanislas,Diego Rico,Jack Simpson,Tom Heaton,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Ashley Barnes,Chris Wood,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Joe Hart,Jóhann Berg Guðmundsson,Robbie Brady,Ben Gibson,Stephen Ward,Matěj Vydra
322,322,33,Sat,2019-04-06,15:00,Newcastle Utd,0.9,0.9,Crystal Palace,"51,926",St. James' Park,Stuart Attwell,/en/matches/dfbc30ce/Newcastle-United-Crystal-Palace-April-6-2019-Premier-League,0,1,5-4-1,4-4-2,12.0,13.0,9.0,4.0,39.0,14.0,607.0,539.0,18.0,16.0,15.0,8.0,18.0,28.0,12.0,38.0,2.0,4.0,5.0,14.0,19.0,20.0,79.0,56.0,1.0,0.0,0.0,2.0,0.0,0.0,Martin Dúbravka,Ki Sung-yueng,Fabian Schär,Jamaal Lascelles,Salomón Rondón,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Florian Lejeune,DeAndre Yedlin,Miguel Almirón,Karl Darlow,Paul Dummett,Jonjo Shelvey,Yoshinori Mutō,Federico Fernández,Javier Manquillo,Vicente Guaita,Patrick van Aanholt,Luka Milivojević,James Tomkins,Andros Townsend,Wilfried Zaha,Jeffrey Schlupp,James McArthur,Michy Batshuayi,Aaron Wan-Bissaka,Martin Kelly,Wayne Hennessey,Joel Ward,Scott Dann,Cheikhou Kouyaté,Jordan Ayew,Christian Benteke
323,323,33,Sun,2019-04-07,14:05,Everton,2.4,0.3,Arsenal,"39,400",Goodison Park,Kevin Friend,/en/matches/2da6911d/Everton-Arsenal-April-7-2019-Premier-League,1,0,4-2-3-1,3-4-3,8.0,9.0,9.0,6.0,21.0,17.0,554.0,678.0,19.0,21.0,14.0,9.0,22.0,17.0,24.0,23.0,3.0,2.0,7.0,11.0,17.0,21.0,71.0,54.0,1.0,0.0,0.0,4.0,0.0,0.0,Jordan Pickford,Kurt Zouma,Phil Jagielka,André Gomes,Gylfi Sigurðsson,Lucas Digne,Idrissa Gana Gueye,Bernard,Séamus Coleman,Dominic Calvert-Lewin,Richarlison,Maarten Stekelenburg,Leighton Baines,Theo Walcott,Cenk Tosun,James McCarthy,Tom Davies,Bernd Leno,Mohamed Elneny,Sokratis Papastathopoulos,Henrikh Mkhitaryan,Alexandre Lacazette,Mesut Özil,Ainsley Maitland-Niles,Nacho Monreal,Shkodran Mustafi,Mattéo Guendouzi,Sead Kolašinac,Petr Čech,Aaron Ramsey,Stephan Lichtsteiner,Pierre-Emerick Aubameyang,Alex Iwobi,Denis Suárez
324,324,33,Mon,2019-04-08,20:00,Chelsea,1.9,0.6,West Ham,"40,537",Stamford Bridge,Chris Kavanagh,/en/matches/5c469753/Chelsea-West-Ham-United-April-8-2019-Premier-League,2,0,4-3-3,4-2-3-1,8.0,7.0,7.0,4.0,14.0,14.0,638.0,554.0,12.0,24.0,12.0,12.0,11.0,11.0,13.0,16.0,3.0,1.0,8.0,13.0,16.0,27.0,36.0,80.0,2.0,0.0,0.0,1.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Jorginho,N'Golo Kanté,Gonzalo Higuaín,Eden Hazard,Ruben Loftus-Cheek,Callum Hudson-Odoi,César Azpilicueta,David Luiz,Emerson Palmieri,Willy Caballero,Ross Barkley,Pedro,Mateo Kovačić,Olivier Giroud,Willian,Łukasz Fabiański,Aaron Cresswell,Fabián Balbuena,Marko Arnautović,Felipe Anderson,Manuel Lanzini,Mark Noble,Javier Hernández,Angelo Ogbonna,Ryan Fredericks,Declan Rice,Adrián,Robert Snodgrass,Pedro Obiang,Samir Nasri,Issa Diop,Arthur Masuaku
325,325,34,Fri,2019-04-12,20:00,Leicester City,1.0,1.1,Newcastle Utd,"32,108",King Power Stadium,Chris Kavanagh,/en/matches/e3e6e456/Leicester-City-Newcastle-United-April-12-2019-Premier-League,0,1,4-1-4-1,5-4-1,6.0,10.0,2.0,3.0,24.0,12.0,939.0,478.0,13.0,21.0,12.0,22.0,28.0,19.0,13.0,34.0,3.0,4.0,2.0,9.0,26.0,16.0,60.0,71.0,2.0,0.0,0.0,3.0,0.0,0.0,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Demarai Gray,Jamie Vardy,James Maddison,Ricardo Pereira,Harry Maguire,Harvey Barnes,Youri Tielemans,Wilfred Ndidi,Danny Ward,Jonny Evans,Kelechi Iheanacho,Marc Albrighton,Shinji Okazaki,Nampalys Mendy,Martin Dúbravka,Paul Dummett,Ki Sung-yueng,Fabian Schär,Jamaal Lascelles,Salomón Rondón,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Javier Manquillo,Miguel Almirón,Karl Darlow,Jonjo Shelvey,Mohamed Diamé,Yoshinori Mutō,Federico Fernández,DeAndre Yedlin
326,326,34,Sat,2019-04-13,12:30,Tottenham,2.5,0.8,Huddersfield,"58,308",Tottenham Hotspur Stadium,Lee Mason,/en/matches/bbdf9192/Tottenham-Hotspur-Huddersfield-Town-April-13-2019-Premier-League,4,0,3-4-1-2,5-4-1,10.0,12.0,4.0,2.0,12.0,17.0,864.0,442.0,16.0,13.0,4.0,16.0,20.0,13.0,15.0,15.0,1.0,0.0,7.0,8.0,17.0,21.0,34.0,75.0,2.0,0.0,0.0,2.0,0.0,0.0,Hugo Lloris,Jan Vertonghen,Davinson Sánchez,Victor Wanyama,Kyle Walker-Peters,Moussa Sissoko,Fernando Llorente,Juan Foyth,Christian Eriksen,Lucas Moura,Ben Davies,Paulo Gazzaniga,Kieran Trippier,Danny Rose,Toby Alderweireld,Son Heung-min,George Marsh,Ben Hamer,Terence Kongolo,Jonathan Hogg,Juninho Bacuna,Elias Kachunga,Chris Löwe,Karlan Grant,Christopher Schindler,Jon Gorenc Stanković,Florent Hadergjonaj,Erik Durm,Joel Coleman,Tommy Smith,Aaron Mooy,Danny Williams,Alex Pritchard,Steve Mounié
327,327,34,Sat,2019-04-13,15:00,Burnley,2.6,0.9,Cardiff City,"21,480",Turf Moor,Mike Dean,/en/matches/3f70af93/Burnley-Cardiff-City-April-13-2019-Premier-League,2,0,4-4-2,4-2-3-1,7.0,10.0,8.0,4.0,27.0,14.0,466.0,494.0,15.0,9.0,4.0,15.0,33.0,36.0,24.0,28.0,3.0,0.0,8.0,10.0,33.0,23.0,77.0,109.0,2.0,0.0,0.0,4.0,0.0,0.0,Tom Heaton,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Ashley Barnes,Chris Wood,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Joe Hart,Jóhann Berg Guðmundsson,Robbie Brady,Ben Gibson,Stephen Ward,Matěj Vydra,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Kenneth Zohore,Josh Murphy,Aron Gunnarsson,Víctor Camarasa,Junior Hoilett,Brian Murphy,Joe Ralls,Bobby Reid,Leandro Bacuna,Greg Cunningham,Nathaniel Mendez-Laing
328,328,34,Sat,2019-04-13,15:00,Fulham,1.5,1.1,Everton,"24,971",Craven Cottage,Lee Probert,/en/matches/a47ecafe/Fulham-Everton-April-13-2019-Premier-League,2,0,4-2-3-1,4-2-3-1,8.0,10.0,7.0,3.0,12.0,21.0,517.0,671.0,20.0,28.0,8.0,8.0,30.0,29.0,25.0,12.0,1.0,1.0,8.0,6.0,22.0,32.0,90.0,93.0,2.0,0.0,0.0,1.0,0.0,0.0,Sergio Rico,Ryan Sessegnon,Calum Chambers,Aleksandar Mitrović,Tom Cairney,Ryan Babel,Tim Ream,Maxime Le Marchand,Timothy Fosu-Mensah,Joe Bryan,Andre-Frank Zambo Anguissa,Fabricio,Denis Odoi,Neeskens Kebano,André Schürrle,Cyrus Christie,Jean Seri,Jordan Pickford,Kurt Zouma,Phil Jagielka,André Gomes,Gylfi Sigurðsson,Lucas Digne,Idrissa Gana Gueye,Bernard,Séamus Coleman,Dominic Calvert-Lewin,Richarlison,Maarten Stekelenburg,Leighton Baines,Michael Keane,Theo Walcott,Cenk Tosun,Tom Davies
329,329,34,Sat,2019-04-13,15:00,Southampton,2.9,0.8,Wolves,"31,708",St. Mary's Stadium,Jonathan Moss,/en/matches/ce640b61/Southampton-Wolverhampton-Wanderers-April-13-2019-Premier-League,3,1,3-4-3,3-5-2,13.0,8.0,4.0,9.0,5.0,21.0,452.0,798.0,23.0,17.0,14.0,15.0,21.0,26.0,38.0,16.0,0.0,2.0,7.0,5.0,19.0,30.0,76.0,73.0,1.0,0.0,0.0,3.0,0.0,0.0,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Danny Ings,James Ward-Prowse,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Josh Sims,Yan Valery,Alex McCarthy,Jack Stephens,Shane Long,Charlie Austin,Oriol Romeu,Stuart Armstrong,Rui Patrício,Matt Doherty,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,Romain Saïss,João Moutinho,Leander Dendoncker,John Ruddy,Ryan Bennett,Ivan Cavaleiro,Hélder Costa,Morgan Gibbs-White,Rúben Vinagre
330,330,34,Sat,2019-04-13,15:00,Brighton,0.3,2.5,Bournemouth,"30,460",The American Express Community Stadium,Kevin Friend,/en/matches/eb6b53ba/Brighton-and-Hove-Albion-Bournemouth-April-13-2019-Premier-League,0,5,4-3-3,4-4-2,10.0,6.0,4.0,1.0,19.0,7.0,615.0,630.0,19.0,22.0,9.0,16.0,15.0,20.0,7.0,23.0,1.0,0.0,5.0,9.0,22.0,13.0,84.0,48.0,2.0,1.0,0.0,4.0,0.0,0.0,Mathew Ryan,Shane Duffy,Lewis Dunk,Dale Stephens,Yves Bissouma,Jürgen Locadia,Florin Andone,Anthony Knockaert,Martín Montoya,Davy Pröpper,Bernardo,David Button,Gaëtan Bong,Beram Kayal,Alireza Jahanbakhsh,Glenn Murray,José Izquierdo,Artur Boruc,Steve Cook,Dan Gosling,Nathan Aké,Jefferson Lerma,Callum Wilson,Adam Smith,Joshua King,David Brooks,Ryan Fraser,Chris Mepham,Asmir Begović,Lys Mousset,Jordon Ibe,Junior Stanislas,Nathaniel Clyne,Jack Simpson
331,331,34,Sat,2019-04-13,17:30,Manchester Utd,2.5,1.4,West Ham,"74,478",Old Trafford,Graham Scott,/en/matches/a5ed2a65/Manchester-United-West-Ham-United-April-13-2019-Premier-League,2,1,4-2-3-1,4-1-4-1,14.0,5.0,3.0,11.0,20.0,26.0,547.0,685.0,21.0,17.0,11.0,12.0,20.0,21.0,28.0,20.0,3.0,3.0,4.0,7.0,17.0,19.0,60.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,David de Gea,Phil Jones,Paul Pogba,Juan Mata,Romelu Lukaku,Anthony Martial,Chris Smalling,Jesse Lingard,Marcos Rojo,Fred,Diogo Dalot,Sergio Romero,Victor Lindelöf,Marcus Rashford,Andreas Pereira,Matteo Darmian,Scott McTominay,Łukasz Fabiański,Fabián Balbuena,Pablo Zabaleta,Felipe Anderson,Manuel Lanzini,Robert Snodgrass,Mark Noble,Javier Hernández,Angelo Ogbonna,Arthur Masuaku,Declan Rice,Adrián,Pedro Obiang,Issa Diop,Ryan Fredericks,Michail Antonio,Nathan Holland
332,332,34,Sun,2019-04-14,14:05,Crystal Palace,0.4,2.5,Manchester City,"25,721",Selhurst Park,Martin Atkinson,/en/matches/839faa70/Crystal-Palace-Manchester-City-April-14-2019-Premier-League,1,3,4-5-1,4-2-3-1,5.0,11.0,2.0,9.0,11.0,27.0,439.0,893.0,22.0,22.0,17.0,8.0,17.0,12.0,33.0,17.0,1.0,2.0,12.0,3.0,7.0,25.0,61.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,Vicente Guaita,Patrick van Aanholt,Luka Milivojević,Scott Dann,Andros Townsend,Wilfried Zaha,Jeffrey Schlupp,Christian Benteke,James McArthur,Aaron Wan-Bissaka,Martin Kelly,Wayne Hennessey,Joel Ward,Max Meyer,Cheikhou Kouyaté,Jordan Ayew,Michy Batshuayi,Ederson,Kyle Walker,Vincent Kompany,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Kevin De Bruyne,Leroy Sané,David Silva,Benjamin Mendy,Arijanet Muric,Danilo,John Stones,Bernardo Silva,Riyad Mahrez,Nicolás Otamendi
