,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador19_home,jogador18_away,jogador19_away
328,328,33,Sun,2020-07-05,19:00,Southampton,0.6,3.2,Manchester City,,St. Mary's Stadium,Andre Marriner,/en/matches/260c5c31/Southampton-Manchester-City-July-5-2020-Premier-League,1,0,4-4-2,4-3-3,6.0,7.0,2.0,13.0,5.0,42.0,485.0,988.0,20.0,16.0,27.0,9.0,15.0,20.0,59.0,12.0,3.0,3.0,11.0,2.0,11.0,23.0,64.0,84.0,1.0,0.0,0.0,2.0,0.0,0.0,Alex McCarthy,Jack Stephens,Danny Ings,Che Adams,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Ryan Bertrand,Nathan Redmond,Kyle Walker-Peters,Jan Bednarek,Angus Gunn,Shane Long,Moussa Djenepo,Michael Obafemi,William Smallbone,Jake Vokins,Ederson,Raheem Sterling,Gabriel Jesus,Oleksandr Zinchenko,Aymeric Laporte,Bernardo Silva,David Silva,Fernandinho,Riyad Mahrez,João Cancelo,Eric García,Claudio Bravo,John Stones,İlkay Gündoğan,Rodri,Kevin De Bruyne,Nicolás Otamendi,Kevin Danso,Will Ferry,Phil Foden,Tommy Doyle
329,329,33,Mon,2020-07-06,20:00,Tottenham,0.5,0.5,Everton,,Tottenham Hotspur Stadium,Graham Scott,/en/matches/ba9fd89a/Tottenham-Hotspur-Everton-July-6-2020-Premier-League,1,0,4-3-3,4-4-2,14.0,18.0,5.0,6.0,14.0,22.0,595.0,546.0,13.0,10.0,7.0,10.0,11.0,22.0,26.0,23.0,2.0,2.0,8.0,10.0,25.0,16.0,62.0,64.0,3.0,0.0,0.0,2.0,0.0,0.0,Hugo Lloris,Toby Alderweireld,Son Heung-min,Harry Winks,Harry Kane,Eric Dier,Moussa Sissoko,Giovani Lo Celso,Serge Aurier,Lucas Moura,Ben Davies,Paulo Gazzaniga,Jan Vertonghen,Davinson Sánchez,Érik Lamela,Steven Bergwijn,Tanguy Ndombele,Jordan Pickford,Mason Holgate,Michael Keane,Richarlison,Dominic Calvert-Lewin,Gylfi Sigurðsson,Lucas Digne,Alex Iwobi,André Gomes,Séamus Coleman,Tom Davies,Maarten Stekelenburg,Leighton Baines,Yerry Mina,Djibril Sidibé,Bernard,Moise Kean,Oliver Skipp,Gedson Fernandes,Jarrad Branthwaite,Beni Baningime
330,330,34,Tue,2020-07-07,18:00,Crystal Palace,1.5,1.9,Chelsea,,Selhurst Park,David Coote,/en/matches/61407f3d/Crystal-Palace-Chelsea-July-7-2020-Premier-League,2,3,4-5-1,4-3-3,11.0,10.0,7.0,9.0,23.0,23.0,568.0,721.0,19.0,21.0,14.0,19.0,31.0,18.0,19.0,26.0,1.0,0.0,6.0,5.0,25.0,20.0,76.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,Scott Dann,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Christian Benteke,James McArthur,Gary Cahill,Wayne Hennessey,Max Meyer,Andros Townsend,Mamadou Sakho,James McCarthy,Sam Woods,Kepa Arrizabalaga,Andreas Christensen,Ross Barkley,Willian,Kurt Zouma,Olivier Giroud,Mason Mount,Christian Pulisic,Reece James,César Azpilicueta,Billy Gilmour,Willy Caballero,Antonio Rüdiger,Marcos Alonso,Jorginho,Tammy Abraham,Pedro,Tyrick Mitchell,Brandon Pierrick,Ruben Loftus-Cheek,Callum Hudson-Odoi
331,331,34,Tue,2020-07-07,18:00,Watford,1.2,1.2,Norwich City,,Vicarage Road Stadium,Anthony Taylor,/en/matches/7e51a0cb/Watford-Norwich-City-July-7-2020-Premier-League,2,1,4-2-3-1,4-2-3-1,11.0,15.0,4.0,3.0,24.0,13.0,524.0,668.0,21.0,19.0,14.0,11.0,29.0,12.0,9.0,32.0,0.0,0.0,9.0,8.0,23.0,16.0,75.0,55.0,2.0,0.0,0.0,4.0,0.0,0.0,Ben Foster,Craig Dawson,Troy Deeney,Danny Welbeck,Adam Masina,Abdoulaye Doucouré,Will Hughes,Kiko Femenía,Ismaila Sarr,Christian Kabasele,Étienne Capoue,Heurelho Gomes,Adrian Mariappa,Tom Cleverley,Nathaniel Chalobah,Craig Cathcart,João Pedro,Tim Krul,Max Aarons,Ben Godfrey,Mario Vrančić,Onel Hernández,Jamal Lewis,Timm Klose,Emi Buendía,Marco Stiepermann,Teemu Pukki,Alexander Tettey,Michael McGovern,Lukas Rupp,Tom Trybull,Josip Drmić,Kenny McLean,Ondrej Duda,Andre Gray,Ignacio Pussetto,Adam Idah,Jordan Thomas
332,332,34,Tue,2020-07-07,20:15,Arsenal,1.1,0.9,Leicester City,,Emirates Stadium,Chris Kavanagh,/en/matches/a26b0a22/Arsenal-Leicester-City-July-7-2020-Premier-League,1,1,3-4-3,3-4-3,10.0,14.0,10.0,1.0,20.0,18.0,480.0,706.0,6.0,17.0,16.0,8.0,16.0,18.0,15.0,20.0,4.0,1.0,2.0,7.0,30.0,22.0,76.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,Emiliano Martínez,Héctor Bellerín,Kieran Tierney,Dani Ceballos,Alexandre Lacazette,Pierre-Emerick Aubameyang,Shkodran Mustafi,David Luiz,Sead Kolašinac,Granit Xhaka,Bukayo Saka,Matt Macey,Sokratis Papastathopoulos,Lucas Torreira,Ainsley Maitland-Niles,Rob Holding,Nicolas Pépé,Kasper Schmeichel,James Justin,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,Marc Albrighton,Kelechi Iheanacho,Ayoze Pérez,Wilfred Ndidi,Ryan Bennett,Danny Ward,Wes Morgan,Demarai Gray,Harvey Barnes,Hamza Choudhury,Matty James,Reiss Nelson,Joe Willock,Nampalys Mendy,Dennis Praet
333,333,34,Wed,2020-07-08,18:00,Manchester City,2.8,0.3,Newcastle Utd,,Etihad Stadium,Andy Madley,/en/matches/426dcb15/Manchester-City-Newcastle-United-July-8-2020-Premier-League,5,0,4-3-3,4-4-1-1,13.0,7.0,8.0,1.0,21.0,10.0,961.0,410.0,5.0,15.0,15.0,11.0,14.0,5.0,11.0,17.0,2.0,0.0,0.0,9.0,10.0,13.0,57.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,Ederson,John Stones,Gabriel Jesus,Oleksandr Zinchenko,Rodri,Kevin De Bruyne,David Silva,Riyad Mahrez,João Cancelo,Nicolás Otamendi,Phil Foden,Claudio Bravo,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Aymeric Laporte,Bernardo Silva,Martin Dúbravka,Fabian Schär,Jonjo Shelvey,Joelinton,Matt Ritchie,Emil Krafth,Federico Fernández,DeAndre Yedlin,Valentino Lazaro,Danny Rose,Nabil Bentaleb,Karl Darlow,Dwight Gayle,Yoshinori Mutō,Javier Manquillo,Miguel Almirón,Christian Atsu,Fernandinho,Eric García,Matthew Longstaff,Thomas Allan
334,334,34,Wed,2020-07-08,18:00,West Ham,1.6,0.9,Burnley,,London Stadium,Michael Oliver,/en/matches/5c57bea6/West-Ham-United-Burnley-July-8-2020-Premier-League,0,1,4-2-3-1,4-4-2,7.0,7.0,10.0,3.0,41.0,18.0,605.0,576.0,19.0,17.0,7.0,9.0,33.0,32.0,17.0,44.0,0.0,5.0,5.0,10.0,28.0,22.0,93.0,70.0,1.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Aaron Cresswell,Andriy Yarmolenko,Jarrod Bowen,Pablo Fornals,Angelo Ogbonna,Issa Diop,Ryan Fredericks,Tomáš Souček,Michail Antonio,Declan Rice,Darren Randolph,Fabián Balbuena,Manuel Lanzini,Mark Noble,Jack Wilshere,Sébastien Haller,Nick Pope,Charlie Taylor,James Tarkowski,Josh Brownhill,Dwight McNeil,Ashley Westwood,Jay Rodriguez,Erik Pieters,Phil Bardsley,Matěj Vydra,Kevin Long,Bailey Peacock-Farrell,Jóhann Berg Guðmundsson,Chris Wood,Robbie Brady,Max Thompson,Jimmy Dunne,Arthur Masuaku,Albian Ajeti,Josh Benson,Mace Goodridge
335,335,34,Wed,2020-07-08,18:00,Sheffield Utd,0.5,0.4,Wolves,,Bramall Lane,Martin Atkinson,/en/matches/f898c8ea/Sheffield-United-Wolverhampton-Wanderers-July-8-2020-Premier-League,1,0,3-5-2,3-4-3,5.0,6.0,6.0,1.0,36.0,12.0,537.0,703.0,16.0,13.0,5.0,15.0,27.0,22.0,18.0,30.0,3.0,0.0,7.0,11.0,33.0,21.0,70.0,83.0,2.0,0.0,0.0,0.0,0.0,0.0,Dean Henderson,George Baldock,Enda Stevens,Jack O'Connell,Chris Basham,Oliver McBurnie,Billy Sharp,John Egan,Oliver Norwood,Ben Osborn,Sander Berge,Simon Moore,John Lundstram,Phil Jagielka,Kieron Freeman,Jack Robinson,Lys Mousset,Rui Patrício,Matt Doherty,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,Romain Saïss,João Moutinho,Adama Traoré,John Ruddy,Bruno Jordão,Daniel Podence,Morgan Gibbs-White,Rúben Vinagre,Leonardo Campana,Jack Rodwell,nan,Leander Dendoncker,Max Kilman
336,336,34,Wed,2020-07-08,20:15,Brighton,2.4,2.5,Liverpool,,The American Express Community Stadium,Craig Pawson,/en/matches/3296482a/Brighton-and-Hove-Albion-Liverpool-July-8-2020-Premier-League,1,3,4-3-1-2,4-3-3,7.0,15.0,6.0,10.0,19.0,32.0,554.0,648.0,12.0,11.0,10.0,11.0,12.0,14.0,39.0,21.0,5.0,0.0,8.0,8.0,13.0,25.0,72.0,88.0,1.0,0.0,0.0,4.0,0.0,0.0,Mathew Ryan,Tariq Lamptey,Lewis Dunk,Dale Stephens,Neal Maupay,Alexis Mac Allister,Leandro Trossard,Pascal Groß,Adam Webster,Davy Pröpper,Dan Burn,David Button,Shane Duffy,Yves Bissouma,Alireza Jahanbakhsh,Glenn Murray,Aaron Mooy,Alisson,Virgil van Dijk,Georginio Wijnaldum,Naby Keïta,Roberto Firmino,Mohamed Salah,Joe Gomez,Jordan Henderson,Alex Oxlade-Chamberlain,Trent Alexander-Arnold,Neco Williams,Adrián,Fabinho,James Milner,Sadio Mané,Takumi Minamino,Andrew Robertson,Martín Montoya,Bernardo,Divock Origi,Curtis Jones
337,337,34,Thu,2020-07-09,18:00,Everton,1.0,2.4,Southampton,,Goodison Park,Lee Mason,/en/matches/1357ee3b/Everton-Southampton-July-9-2020-Premier-League,1,1,4-4-2,4-4-2,13.0,14.0,3.0,5.0,12.0,23.0,490.0,657.0,12.0,13.0,12.0,13.0,20.0,20.0,27.0,11.0,3.0,2.0,8.0,7.0,15.0,14.0,61.0,83.0,3.0,0.0,0.0,3.0,0.0,0.0,Jordan Pickford,Michael Keane,Richarlison,Dominic Calvert-Lewin,Lucas Digne,Yerry Mina,Alex Iwobi,André Gomes,Séamus Coleman,Tom Davies,Anthony Gordon,Maarten Stekelenburg,Leighton Baines,Gylfi Sigurðsson,Theo Walcott,Djibril Sidibé,Bernard,Alex McCarthy,Jack Stephens,Danny Ings,Che Adams,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Ryan Bertrand,Nathan Redmond,Kyle Walker-Peters,Jan Bednarek,Angus Gunn,Shane Long,Michael Obafemi,Pierre Højbjerg,William Smallbone,Jake Vokins,Moise Kean,Jarrad Branthwaite,Kevin Danso,Will Ferry
338,338,34,Thu,2020-07-09,18:00,Bournemouth,1.4,0.5,Tottenham,,Vitality Stadium,Paul Tierney,/en/matches/1d9de580/Bournemouth-Tottenham-Hotspur-July-9-2020-Premier-League,0,0,4-4-2,4-3-3,11.0,14.0,8.0,12.0,21.0,28.0,438.0,684.0,15.0,21.0,12.0,12.0,16.0,29.0,28.0,39.0,1.0,0.0,10.0,1.0,22.0,17.0,53.0,78.0,3.0,0.0,0.0,2.0,0.0,0.0,Aaron Ramsdale,Dan Gosling,Nathan Aké,Joshua King,Jefferson Lerma,Callum Wilson,Adam Smith,Junior Stanislas,David Brooks,Diego Rico,Lloyd Kelly,Artur Boruc,Steve Cook,Andrew Surman,Dominic Solanke,Arnaut Danjuma,Lewis Cook,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Harry Winks,Harry Kane,Érik Lamela,Moussa Sissoko,Giovani Lo Celso,Steven Bergwijn,Serge Aurier,Ben Davies,Paulo Gazzaniga,Davinson Sánchez,Son Heung-min,Ryan Sessegnon,Lucas Moura,Tanguy Ndombele,Jack Stacey,Harry Wilson,Oliver Skipp,Gedson Fernandes
339,339,34,Thu,2020-07-09,20:15,Aston Villa,0.5,2.3,Manchester Utd,,Villa Park,Jonathan Moss,/en/matches/61422f26/Aston-Villa-Manchester-United-July-9-2020-Premier-League,0,3,4-4-1-1,4-2-3-1,7.0,13.0,3.0,5.0,16.0,17.0,440.0,766.0,9.0,11.0,15.0,12.0,6.0,13.0,17.0,11.0,2.0,1.0,9.0,9.0,21.0,19.0,62.0,70.0,2.0,0.0,0.0,3.0,0.0,0.0,Pepe Reina,Neil Taylor,Douglas Luiz,John McGinn,Jack Grealish,Ezri Konsa,Trézéguet,Mbwana Samatta,Anwar El Ghazi,Kortney Hause,Tyrone Mings,Ørjan Nyland,Henri Lansbury,Marvelous Nakamba,Conor Hourihane,Jota,Frederic Guilbert,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Anthony Martial,Marcus Rashford,Bruno Fernandes,Luke Shaw,Mason Greenwood,Aaron Wan-Bissaka,Nemanja Matić,Sergio Romero,Eric Bailly,Juan Mata,Andreas Pereira,Fred,Daniel James,Ahmed Elmohamady,Indiana Vassilev,Odion Ighalo,Scott McTominay
340,340,35,Sat,2020-07-11,12:30,Norwich City,0.6,3.5,West Ham,,Carrow Road,Kevin Friend,/en/matches/1f633005/Norwich-City-West-Ham-United-July-11-2020-Premier-League,0,4,4-2-3-1,4-2-3-1,9.0,8.0,1.0,6.0,11.0,20.0,675.0,602.0,16.0,12.0,16.0,9.0,10.0,16.0,17.0,11.0,1.0,0.0,12.0,10.0,16.0,14.0,57.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,Tim Krul,Max Aarons,Ben Godfrey,Mario Vrančić,Onel Hernández,Jamal Lewis,Timm Klose,Emi Buendía,Marco Stiepermann,Teemu Pukki,Alexander Tettey,Michael McGovern,Lukas Rupp,Todd Cantwell,Tom Trybull,Josip Drmić,Kenny McLean,Łukasz Fabiański,Aaron Cresswell,Mark Noble,Jarrod Bowen,Pablo Fornals,Angelo Ogbonna,Issa Diop,Ryan Fredericks,Tomáš Souček,Michail Antonio,Declan Rice,Darren Randolph,Fabián Balbuena,Andriy Yarmolenko,Manuel Lanzini,Jack Wilshere,Sébastien Haller,Ondrej Duda,Adam Idah,Arthur Masuaku,Albian Ajeti
341,341,35,Sat,2020-07-11,12:30,Watford,3.4,1.3,Newcastle Utd,,Vicarage Road Stadium,Craig Pawson,/en/matches/ae59ff28/Watford-Newcastle-United-July-11-2020-Premier-League,2,1,4-2-3-1,4-4-1-1,23.0,15.0,2.0,4.0,17.0,12.0,449.0,492.0,12.0,13.0,5.0,9.0,34.0,25.0,10.0,22.0,3.0,3.0,3.0,4.0,29.0,17.0,72.0,91.0,1.0,0.0,0.0,4.0,0.0,0.0,Ben Foster,Craig Dawson,Troy Deeney,Danny Welbeck,Adam Masina,Abdoulaye Doucouré,Will Hughes,Kiko Femenía,Ismaila Sarr,Christian Kabasele,Étienne Capoue,Heurelho Gomes,Adrian Mariappa,Tom Cleverley,Nathaniel Chalobah,Craig Cathcart,João Pedro,Martin Dúbravka,Fabian Schär,Jamaal Lascelles,Jonjo Shelvey,Allan Saint-Maximin,Matt Ritchie,Dwight Gayle,Federico Fernández,Javier Manquillo,Miguel Almirón,Danny Rose,Karl Darlow,Joelinton,Yoshinori Mutō,Emil Krafth,DeAndre Yedlin,Valentino Lazaro,Andre Gray,Ignacio Pussetto,Christian Atsu,Nabil Bentaleb
342,342,35,Sat,2020-07-11,15:00,Liverpool,1.7,0.4,Burnley,,Anfield,David Coote,/en/matches/267d7e78/Liverpool-Burnley-July-11-2020-Premier-League,1,1,4-3-3,4-4-2,7.0,4.0,11.0,6.0,29.0,19.0,826.0,414.0,10.0,11.0,6.0,14.0,16.0,15.0,17.0,37.0,2.0,3.0,4.0,15.0,32.0,12.0,85.0,95.0,1.0,0.0,0.0,2.0,0.0,0.0,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Andrew Robertson,Curtis Jones,Neco Williams,Adrián,Dejan Lovren,Naby Keïta,Alex Oxlade-Chamberlain,Takumi Minamino,Xherdan Shaqiri,Nick Pope,Charlie Taylor,James Tarkowski,Josh Brownhill,Chris Wood,Dwight McNeil,Ashley Westwood,Jay Rodriguez,Erik Pieters,Phil Bardsley,Kevin Long,Bailey Peacock-Farrell,Jóhann Berg Guðmundsson,Robbie Brady,Matěj Vydra,Max Thompson,Jimmy Dunne,Divock Origi,Trent Alexander-Arnold,Josh Benson,Mace Goodridge
343,343,35,Sat,2020-07-11,17:30,Sheffield Utd,2.3,1.2,Chelsea,,Bramall Lane,Andre Marriner,/en/matches/3f83499d/Sheffield-United-Chelsea-July-11-2020-Premier-League,3,0,3-5-2,4-3-3,8.0,6.0,4.0,6.0,12.0,35.0,380.0,956.0,7.0,8.0,11.0,14.0,35.0,28.0,37.0,11.0,1.0,0.0,8.0,7.0,18.0,32.0,65.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,Dean Henderson,George Baldock,Enda Stevens,Jack O'Connell,Chris Basham,Oliver McBurnie,John Egan,Oliver Norwood,David McGoldrick,Ben Osborn,Sander Berge,Simon Moore,John Lundstram,Billy Sharp,Phil Jagielka,Kieron Freeman,Jack Robinson,Kepa Arrizabalaga,Andreas Christensen,Jorginho,Ross Barkley,Tammy Abraham,Willian,Kurt Zouma,Mason Mount,Christian Pulisic,Reece James,César Azpilicueta,Willy Caballero,Antonio Rüdiger,Marcos Alonso,Ruben Loftus-Cheek,Mateo Kovačić,Olivier Giroud,Lys Mousset,Jack Rodwell,Callum Hudson-Odoi,Michy Batshuayi
344,344,35,Sat,2020-07-11,20:00,Brighton,0.2,4.4,Manchester City,,The American Express Community Stadium,Graham Scott,/en/matches/a24d3d6b/Brighton-and-Hove-Albion-Manchester-City-July-11-2020-Premier-League,0,5,4-4-1-1,4-3-3,7.0,3.0,2.0,7.0,7.0,21.0,454.0,935.0,12.0,16.0,17.0,12.0,10.0,10.0,18.0,9.0,6.0,1.0,11.0,4.0,10.0,20.0,55.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,Mathew Ryan,Lewis Dunk,Yves Bissouma,Leandro Trossard,Pascal Groß,Adam Webster,Aaron Mooy,Martín Montoya,Davy Pröpper,Bernardo,Aaron Connolly,David Button,Tariq Lamptey,Shane Duffy,Dale Stephens,Neal Maupay,Alexis Mac Allister,Ederson,Kyle Walker,Raheem Sterling,Gabriel Jesus,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Benjamin Mendy,Riyad Mahrez,Eric García,Scott Carson,John Stones,Oleksandr Zinchenko,David Silva,Fernandinho,Nicolás Otamendi,Alireza Jahanbakhsh,Glenn Murray,Phil Foden,Tommy Doyle
345,345,35,Sun,2020-07-12,12:00,Wolves,2.6,0.3,Everton,,Molineux Stadium,Anthony Taylor,/en/matches/476e8583/Wolverhampton-Wanderers-Everton-July-12-2020-Premier-League,3,0,3-4-3,3-5-2,9.0,9.0,5.0,2.0,10.0,13.0,682.0,565.0,9.0,10.0,13.0,14.0,14.0,14.0,13.0,14.0,1.0,0.0,6.0,6.0,20.0,14.0,69.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0,Rui Patrício,Matt Doherty,Pedro Neto,Rúben Neves,Raúl Jiménez,Daniel Podence,Willy Boly,Conor Coady,Jonny Castro,Romain Saïss,Leander Dendoncker,John Ruddy,Bruno Jordão,Morgan Gibbs-White,Diogo Jota,João Moutinho,Rúben Vinagre,Jordan Pickford,Leighton Baines,Michael Keane,Richarlison,Dominic Calvert-Lewin,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Yerry Mina,Tom Davies,Anthony Gordon,Maarten Stekelenburg,João Virgínia,Alex Iwobi,Djibril Sidibé,Bernard,Séamus Coleman,Adama Traoré,Max Kilman,Moise Kean,Jarrad Branthwaite
346,346,35,Sun,2020-07-12,14:15,Aston Villa,1.7,1.2,Crystal Palace,,Villa Park,Martin Atkinson,/en/matches/b30bf2e8/Aston-Villa-Crystal-Palace-July-12-2020-Premier-League,2,0,4-3-3,4-1-4-1,21.0,21.0,5.0,1.0,24.0,19.0,449.0,529.0,12.0,15.0,13.0,9.0,19.0,20.0,13.0,15.0,1.0,0.0,9.0,4.0,21.0,18.0,72.0,55.0,2.0,0.0,0.0,4.0,1.0,0.0,Pepe Reina,Neil Taylor,Douglas Luiz,John McGinn,Jack Grealish,Conor Hourihane,Ezri Konsa,Trézéguet,Mbwana Samatta,Ahmed Elmohamady,Tyrone Mings,Jed Steer,Ørjan Nyland,Henri Lansbury,Marvelous Nakamba,Matt Targett,Anwar El Ghazi,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,Scott Dann,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Mamadou Sakho,Christian Benteke,James McArthur,Wayne Hennessey,Max Meyer,Andros Townsend,James McCarthy,Martin Kelly,Sam Woods,Jota,Frederic Guilbert,Tyrick Mitchell,Brandon Pierrick
347,347,35,Sun,2020-07-12,16:30,Tottenham,2.0,0.6,Arsenal,,Tottenham Hotspur Stadium,Michael Oliver,/en/matches/6630c721/North-London-Derby-Tottenham-Hotspur-Arsenal-July-12-2020-Premier-League,2,1,4-4-1-1,3-4-3,16.0,11.0,6.0,5.0,13.0,19.0,509.0,755.0,22.0,12.0,5.0,6.0,17.0,12.0,22.0,14.0,2.0,0.0,10.0,4.0,16.0,8.0,75.0,48.0,5.0,0.0,0.0,3.0,0.0,0.0,Hugo Lloris,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Giovani Lo Celso,Serge Aurier,Lucas Moura,Ben Davies,Paulo Gazzaniga,Jan Vertonghen,Érik Lamela,Ryan Sessegnon,Steven Bergwijn,Tanguy Ndombele,Emiliano Martínez,Héctor Bellerín,Kieran Tierney,Dani Ceballos,Alexandre Lacazette,Pierre-Emerick Aubameyang,Nicolas Pépé,Shkodran Mustafi,David Luiz,Sead Kolašinac,Granit Xhaka,Matt Macey,Sokratis Papastathopoulos,Lucas Torreira,Ainsley Maitland-Niles,Rob Holding,Cédric Soares,Oliver Skipp,Gedson Fernandes,Reiss Nelson,Joe Willock
348,348,35,Sun,2020-07-12,19:00,Bournemouth,2.5,1.5,Leicester City,,Vitality Stadium,Stuart Attwell,/en/matches/d2adf574/Bournemouth-Leicester-City-July-12-2020-Premier-League,4,1,4-4-2,3-4-1-2,11.0,12.0,2.0,6.0,15.0,18.0,570.0,702.0,6.0,17.0,11.0,15.0,18.0,23.0,25.0,15.0,4.0,1.0,5.0,7.0,26.0,28.0,74.0,80.0,2.0,0.0,0.0,1.0,1.0,0.0,Aaron Ramsdale,Dan Gosling,Nathan Aké,Jefferson Lerma,Dominic Solanke,Callum Wilson,Arnaut Danjuma,Jack Stacey,David Brooks,Diego Rico,Lloyd Kelly,Artur Boruc,Steve Cook,Andrew Surman,Lewis Cook,Junior Stanislas,Harry Wilson,Kasper Schmeichel,James Justin,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,Marc Albrighton,Kelechi Iheanacho,Ayoze Pérez,Wilfred Ndidi,Christian Fuchs,Danny Ward,Wes Morgan,Demarai Gray,Harvey Barnes,Hamza Choudhury,Matty James,Jack Simpson,Philip Billing,Nampalys Mendy,Dennis Praet
349,349,35,Mon,2020-07-13,20:00,Manchester Utd,1.5,1.6,Southampton,,Old Trafford,Chris Kavanagh,/en/matches/668c9423/Manchester-United-Southampton-July-13-2020-Premier-League,2,2,4-2-3-1,4-4-2,14.0,15.0,4.0,6.0,13.0,20.0,612.0,645.0,13.0,10.0,10.0,12.0,15.0,14.0,24.0,17.0,1.0,0.0,5.0,8.0,23.0,20.0,77.0,67.0,1.0,0.0,0.0,3.0,0.0,0.0,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Anthony Martial,Marcus Rashford,Bruno Fernandes,Luke Shaw,Mason Greenwood,Aaron Wan-Bissaka,Nemanja Matić,Sergio Romero,Eric Bailly,Juan Mata,Andreas Pereira,Fred,Daniel James,Alex McCarthy,Jack Stephens,Danny Ings,Che Adams,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Ryan Bertrand,Nathan Redmond,Kyle Walker-Peters,Jan Bednarek,Angus Gunn,Jannik Vestergaard,Shane Long,Michael Obafemi,Pierre Højbjerg,William Smallbone,Odion Ighalo,Scott McTominay,Jake Vokins,Kevin Danso
350,350,36,Tue,2020-07-14,20:15,Chelsea,2.5,0.1,Norwich City,,Stamford Bridge,Jonathan Moss,/en/matches/88d08b7b/Chelsea-Norwich-City-July-14-2020-Premier-League,1,0,4-3-3,4-1-4-1,10.0,9.0,8.0,1.0,34.0,8.0,920.0,506.0,8.0,15.0,16.0,13.0,20.0,15.0,7.0,25.0,0.0,1.0,2.0,16.0,17.0,14.0,91.0,55.0,2.0,0.0,0.0,2.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,Willian,Ruben Loftus-Cheek,Kurt Zouma,Mateo Kovačić,Olivier Giroud,Christian Pulisic,César Azpilicueta,Willy Caballero,Andreas Christensen,Ross Barkley,Tammy Abraham,Pedro,Mason Mount,Tim Krul,Max Aarons,Ben Godfrey,Lukas Rupp,Onel Hernández,Jamal Lewis,Todd Cantwell,Timm Klose,Josip Drmić,Kenny McLean,Alexander Tettey,Michael McGovern,Mario Vrančić,Emi Buendía,Marco Stiepermann,Tom Trybull,Teemu Pukki,Callum Hudson-Odoi,Reece James,Adam Idah,Jordan Thomas
