,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador19_home,jogador18_away,jogador19_away
24,24,3,Sat,2019-08-24,15:00,Watford,2.3,3.5,West Ham,"20,035",Vicarage Road Stadium,Chris Kavanagh,/en/matches/89fbf2a3/Watford-West-Ham-United-August-24-2019-Premier-League,1,3,4-1-2-1-2,4-2-3-1,12.0,11.0,8.0,7.0,26.0,14.0,627.0,547.0,17.0,17.0,11.0,11.0,16.0,17.0,13.0,23.0,1.0,2.0,5.0,11.0,15.0,17.0,56.0,66.0,1.0,0.0,0.0,1.0,0.0,0.0,Ben Foster,Craig Dawson,Gerard Deulofeu,Tom Cleverley,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,Kiko Femenía,José Holebas,Étienne Capoue,Heurelho Gomes,Daryl Janmaat,Danny Welbeck,Nathaniel Chalobah,Domingos Quina,Ismaila Sarr,Łukasz Fabiański,Andriy Yarmolenko,Felipe Anderson,Manuel Lanzini,Mark Noble,Angelo Ogbonna,Sébastien Haller,Issa Diop,Ryan Fredericks,Arthur Masuaku,Declan Rice,Roberto,Fabián Balbuena,Pablo Zabaleta,Carlos Sánchez,Pablo Fornals,Albian Ajeti,nan,nan,nan,nan
25,25,3,Sat,2019-08-24,15:00,Brighton,0.8,1.7,Southampton,"30,019",The American Express Community Stadium,Kevin Friend,/en/matches/baece203/Brighton-and-Hove-Albion-Southampton-August-24-2019-Premier-League,0,2,3-4-3,4-2-2-2,9.0,10.0,8.0,5.0,18.0,7.0,560.0,544.0,16.0,19.0,15.0,4.0,24.0,14.0,10.0,24.0,1.0,0.0,5.0,10.0,30.0,22.0,81.0,68.0,1.0,1.0,0.0,3.0,0.0,0.0,Mathew Ryan,Shane Duffy,Lewis Dunk,Dale Stephens,Neal Maupay,Florin Andone,Leandro Trossard,Solly March,Martín Montoya,Davy Pröpper,Dan Burn,David Button,Jürgen Locadia,Pascal Groß,Adam Webster,Glenn Murray,Aaron Mooy,Angus Gunn,Jannik Vestergaard,Danny Ings,Che Adams,Oriol Romeu,James Ward-Prowse,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Kevin Danso,Yan Valery,Alex McCarthy,Cédric Soares,Maya Yoshida,Moussa Djenepo,Stuart Armstrong,Sofiane Boufal,nan,nan,nan,nan
26,26,3,Sat,2019-08-24,17:30,Liverpool,2.5,1.0,Arsenal,"53,298",Anfield,Anthony Taylor,/en/matches/102b241e/Liverpool-Arsenal-August-24-2019-Premier-League,3,1,4-3-3,4-3-1-2,8.0,5.0,6.0,4.0,27.0,13.0,714.0,693.0,25.0,16.0,9.0,7.0,7.0,11.0,14.0,28.0,1.0,4.0,10.0,10.0,19.0,20.0,70.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,Adrián,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Caoimhín Kelleher,James Milner,Joe Gomez,Alex Oxlade-Chamberlain,Adam Lallana,Xherdan Shaqiri,Bernd Leno,Sokratis Papastathopoulos,Dani Ceballos,Pierre-Emerick Aubameyang,Ainsley Maitland-Niles,Nacho Monreal,Nicolas Pépé,David Luiz,Joe Willock,Mattéo Guendouzi,Granit Xhaka,Emiliano Martínez,Henrikh Mkhitaryan,Alexandre Lacazette,Lucas Torreira,Calum Chambers,Reiss Nelson,nan,nan,nan,nan
27,27,3,Sun,2019-08-25,14:00,Bournemouth,2.2,3.0,Manchester City,"10,486",Vitality Stadium,Andre Marriner,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,1,3,5-4-1,4-3-3,7.0,13.0,4.0,5.0,15.0,10.0,387.0,872.0,8.0,16.0,16.0,8.0,15.0,16.0,23.0,18.0,2.0,4.0,5.0,3.0,7.0,21.0,68.0,55.0,1.0,0.0,0.0,3.0,0.0,0.0,Aaron Ramsdale,Steve Cook,Nathan Aké,Joshua King,Jefferson Lerma,Charlie Daniels,Callum Wilson,Adam Smith,Ryan Fraser,Philip Billing,Chris Mepham,Artur Boruc,Andrew Surman,Dominic Solanke,Jordon Ibe,Diego Rico,Harry Wilson,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Oleksandr Zinchenko,Aymeric Laporte,Kevin De Bruyne,Bernardo Silva,David Silva,Nicolás Otamendi,Claudio Bravo,Angeliño,Rodri,Fernandinho,Riyad Mahrez,João Cancelo,nan,nan,nan,nan
28,28,3,Sun,2019-08-25,16:30,Wolves,1.5,1.6,Burnley,"30,522",Molineux Stadium,Craig Pawson,/en/matches/16119ef2/Wolverhampton-Wanderers-Burnley-August-25-2019-Premier-League,1,1,3-5-2,4-4-2,9.0,11.0,4.0,3.0,21.0,19.0,741.0,452.0,9.0,12.0,6.0,11.0,41.0,24.0,29.0,29.0,1.0,1.0,6.0,11.0,21.0,12.0,87.0,89.0,0.0,0.0,0.0,2.0,0.0,0.0,Rui Patrício,Matt Doherty,Ryan Bennett,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Morgan Gibbs-White,Diogo Jota,Jonny Castro,João Moutinho,John Ruddy,Jesús Vallejo,Pedro Neto,Patrick Cutrone,Rúben Vinagre,Leander Dendoncker,Nick Pope,Matthew Lowton,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Chris Wood,Ashley Barnes,Dwight McNeil,Ashley Westwood,Erik Pieters,Joe Hart,Charlie Taylor,Jeff Hendrick,Jay Rodriguez,Aaron Lennon,Matěj Vydra,nan,nan,nan,nan
29,29,3,Sun,2019-08-25,16:30,Tottenham,1.1,0.8,Newcastle Utd,"59,245",Tottenham Hotspur Stadium,Mike Dean,/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,0,1,4-2-3-1,5-4-1,10.0,5.0,6.0,6.0,36.0,8.0,910.0,363.0,10.0,15.0,7.0,11.0,10.0,16.0,6.0,56.0,1.0,4.0,4.0,7.0,23.0,16.0,42.0,52.0,2.0,0.0,0.0,2.0,0.0,0.0,Hugo Lloris,Danny Rose,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Érik Lamela,Kyle Walker-Peters,Moussa Sissoko,Lucas Moura,Paulo Gazzaniga,Jan Vertonghen,Eric Dier,Giovani Lo Celso,Christian Eriksen,Oliver Skipp,Martin Dúbravka,Paul Dummett,Fabian Schär,Jamaal Lascelles,Joelinton,Allan Saint-Maximin,Matt Ritchie,Isaac Hayden,Emil Krafth,Miguel Almirón,Sean Longstaff,Karl Darlow,Jonjo Shelvey,Yoshinori Mutō,Jetro Willems,Federico Fernández,Javier Manquillo,nan,nan,nan,nan
30,30,4,Sat,2019-08-31,12:30,Southampton,0.9,1.5,Manchester Utd,"30,499",St. Mary's Stadium,Mike Dean,/en/matches/bfd4d929/Southampton-Manchester-United-August-31-2019-Premier-League,1,1,4-2-2-2,4-2-3-1,17.0,7.0,2.0,3.0,19.0,22.0,564.0,725.0,25.0,19.0,19.0,7.0,18.0,26.0,26.0,17.0,0.0,1.0,10.0,10.0,22.0,38.0,79.0,58.0,3.0,0.0,1.0,2.0,0.0,0.0,Angus Gunn,Cédric Soares,Jannik Vestergaard,Danny Ings,Che Adams,Oriol Romeu,James Ward-Prowse,Sofiane Boufal,Pierre Højbjerg,Jan Bednarek,Kevin Danso,Alex McCarthy,Maya Yoshida,Jack Stephens,Shane Long,Stuart Armstrong,Dan Nlundulu,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Juan Mata,Marcus Rashford,Andreas Pereira,Ashley Young,Daniel James,Aaron Wan-Bissaka,Scott McTominay,Sergio Romero,Jesse Lingard,Marcos Rojo,Mason Greenwood,Nemanja Matić,Axel Tuanzebe,nan,nan,nan,nan
31,31,4,Sat,2019-08-31,15:00,West Ham,2.0,1.4,Norwich City,"59,950",London Stadium,Paul Tierney,/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League,2,0,4-1-4-1,4-2-3-1,16.0,10.0,8.0,2.0,14.0,14.0,613.0,653.0,29.0,14.0,11.0,7.0,16.0,8.0,9.0,16.0,2.0,3.0,7.0,6.0,14.0,23.0,64.0,41.0,2.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Andriy Yarmolenko,Felipe Anderson,Manuel Lanzini,Mark Noble,Angelo Ogbonna,Sébastien Haller,Issa Diop,Ryan Fredericks,Arthur Masuaku,Declan Rice,Roberto,Fabián Balbuena,Pablo Zabaleta,Robert Snodgrass,Carlos Sánchez,Pablo Fornals,Tim Krul,Max Aarons,Ben Godfrey,Christoph Zimmermann,Moritz Leitner,Jamal Lewis,Todd Cantwell,Emi Buendía,Marco Stiepermann,Tom Trybull,Teemu Pukki,Ralf Fährmann,Sam Byram,Mario Vrančić,Josip Drmić,Kenny McLean,Ibrahim Amadou,nan,nan,nan,nan
32,32,4,Sat,2019-08-31,15:00,Crystal Palace,1.4,0.4,Aston Villa,"25,248",Selhurst Park,Kevin Friend,/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League,1,0,4-3-3,4-3-3,15.0,16.0,13.0,2.0,30.0,14.0,577.0,545.0,18.0,19.0,7.0,15.0,12.0,12.0,23.0,31.0,2.0,0.0,4.0,11.0,15.0,24.0,54.0,64.0,2.0,0.0,0.0,6.0,0.0,1.0,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Jeffrey Schlupp,James McArthur,Gary Cahill,Martin Kelly,Wayne Hennessey,Max Meyer,Andros Townsend,Mamadou Sakho,Christian Benteke,James McCarthy,Tom Heaton,Neil Taylor,Douglas Luiz,John McGinn,Wesley Moraes,Jack Grealish,Trézéguet,Björn Engels,Jota,Frederic Guilbert,Tyrone Mings,Jed Steer,Henri Lansbury,Conor Hourihane,Ezri Konsa,Anwar El Ghazi,Ahmed Elmohamady,nan,nan,nan,nan
33,33,4,Sat,2019-08-31,15:00,Leicester City,2.0,0.6,Bournemouth,"31,613",King Power Stadium,Peter Bankes,/en/matches/3d899563/Leicester-City-Bournemouth-August-31-2019-Premier-League,3,1,4-1-4-1,4-4-2,9.0,11.0,4.0,5.0,14.0,17.0,722.0,599.0,22.0,14.0,14.0,22.0,15.0,21.0,28.0,21.0,2.0,1.0,6.0,7.0,28.0,21.0,69.0,54.0,1.0,0.0,0.0,3.0,0.0,0.0,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,James Maddison,Marc Albrighton,Harvey Barnes,Ricardo Pereira,Wilfred Ndidi,Danny Ward,James Justin,Demarai Gray,Ayoze Pérez,Hamza Choudhury,Dennis Praet,Aaron Ramsdale,Steve Cook,Nathan Aké,Joshua King,Jefferson Lerma,Callum Wilson,Adam Smith,Harry Wilson,Ryan Fraser,Philip Billing,Chris Mepham,Artur Boruc,Andrew Surman,Dominic Solanke,Jordon Ibe,Jack Stacey,Diego Rico,nan,nan,nan,nan
34,34,4,Sat,2019-08-31,15:00,Chelsea,2.0,1.1,Sheffield Utd,"40,560",Stamford Bridge,Stuart Attwell,/en/matches/495db223/Chelsea-Sheffield-United-August-31-2019-Premier-League,2,2,4-3-3,3-5-2,6.0,11.0,3.0,4.0,14.0,14.0,858.0,570.0,16.0,15.0,14.0,17.0,19.0,23.0,18.0,24.0,2.0,0.0,8.0,5.0,20.0,18.0,76.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,Kepa Arrizabalaga,Jorginho,Ross Barkley,Tammy Abraham,Kurt Zouma,Mateo Kovačić,Mason Mount,Christian Pulisic,César Azpilicueta,Fikayo Tomori,Emerson Palmieri,Willy Caballero,Marcos Alonso,Andreas Christensen,Willian,Olivier Giroud,Michy Batshuayi,Dean Henderson,George Baldock,Enda Stevens,Jack O'Connell,Chris Basham,John Lundstram,Luke Freeman,Oliver McBurnie,Callum Robinson,John Egan,Oliver Norwood,Simon Moore,Billy Sharp,David McGoldrick,Richard Stearman,Lys Mousset,Ben Osborn,nan,nan,nan,nan
35,35,4,Sat,2019-08-31,15:00,Newcastle Utd,1.0,1.0,Watford,"44,157",St. James' Park,Graham Scott,/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League,1,1,5-4-1,3-4-3,5.0,11.0,6.0,5.0,23.0,13.0,613.0,657.0,11.0,14.0,12.0,12.0,17.0,24.0,16.0,25.0,6.0,0.0,12.0,7.0,16.0,17.0,71.0,77.0,2.0,0.0,0.0,3.0,0.0,0.0,Martin Dúbravka,Paul Dummett,Fabian Schär,Jamaal Lascelles,Joelinton,Isaac Hayden,Jetro Willems,Emil Krafth,Miguel Almirón,Christian Atsu,Sean Longstaff,Karl Darlow,Ciaran Clark,Ki Sung-yueng,Jonjo Shelvey,Yoshinori Mutō,Federico Fernández,Ben Foster,Daryl Janmaat,Craig Dawson,Tom Cleverley,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,Kiko Femenía,Christian Kabasele,Roberto Pereyra,Heurelho Gomes,Gerard Deulofeu,Danny Welbeck,Adam Masina,Nathaniel Chalobah,Isaac Success,nan,nan,nan,nan
36,36,4,Sat,2019-08-31,15:00,Manchester City,1.9,0.9,Brighton,"54,386",Etihad Stadium,Jonathan Moss,/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League,4,0,4-3-3,3-4-3,10.0,6.0,8.0,1.0,13.0,10.0,729.0,643.0,15.0,18.0,10.0,8.0,6.0,6.0,18.0,15.0,1.0,3.0,2.0,12.0,10.0,15.0,57.0,55.0,1.0,0.0,0.0,1.0,0.0,0.0,Ederson,Kyle Walker,Raheem Sterling,Sergio Agüero,Oleksandr Zinchenko,Aymeric Laporte,Rodri,Kevin De Bruyne,David Silva,Riyad Mahrez,Nicolás Otamendi,Claudio Bravo,İlkay Gündoğan,Angeliño,Bernardo Silva,Fernandinho,João Cancelo,Mathew Ryan,Lewis Dunk,Dale Stephens,Neal Maupay,Leandro Trossard,Adam Webster,Solly March,Martín Montoya,Davy Pröpper,Bernardo,Dan Burn,David Button,Shane Duffy,Pascal Groß,Alireza Jahanbakhsh,Glenn Murray,Aaron Mooy,nan,nan,nan,nan
37,37,4,Sat,2019-08-31,17:30,Burnley,0.9,1.0,Liverpool,"21,762",Turf Moor,Chris Kavanagh,/en/matches/af072d61/Burnley-Liverpool-August-31-2019-Premier-League,0,3,4-4-2,4-3-3,10.0,16.0,6.0,4.0,13.0,18.0,456.0,706.0,14.0,11.0,11.0,9.0,21.0,23.0,21.0,20.0,5.0,1.0,5.0,8.0,18.0,22.0,91.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,Nick Pope,Matthew Lowton,Jack Cork,James Tarkowski,Ben Mee,Chris Wood,Ashley Barnes,Dwight McNeil,Ashley Westwood,Erik Pieters,Aaron Lennon,Joe Hart,Charlie Taylor,Danny Drinkwater,Jeff Hendrick,Jay Rodriguez,Matěj Vydra,Adrián,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Caoimhín Kelleher,James Milner,Joe Gomez,Alex Oxlade-Chamberlain,Adam Lallana,Xherdan Shaqiri,nan,nan,nan,nan
38,38,4,Sun,2019-09-01,14:00,Everton,1.3,2.0,Wolves,"39,374",Goodison Park,Anthony Taylor,/en/matches/70303b7b/Everton-Wolverhampton-Wanderers-September-1-2019-Premier-League,3,2,4-2-3-1,3-5-2,12.0,12.0,7.0,7.0,25.0,17.0,646.0,485.0,24.0,19.0,7.0,11.0,26.0,26.0,38.0,24.0,1.0,2.0,2.0,6.0,16.0,25.0,84.0,91.0,1.0,0.0,0.0,6.0,0.0,1.0,Jordan Pickford,Michael Keane,Richarlison,Fabian Delph,Gylfi Sigurðsson,Lucas Digne,Yerry Mina,Alex Iwobi,André Gomes,Séamus Coleman,Moise Kean,Maarten Stekelenburg,Mason Holgate,Dominic Calvert-Lewin,Cenk Tosun,Morgan Schneiderlin,Djibril Sidibé,Rui Patrício,Ryan Bennett,Rúben Neves,Raúl Jiménez,Patrick Cutrone,Willy Boly,Conor Coady,Romain Saïss,Rúben Vinagre,Leander Dendoncker,Adama Traoré,John Ruddy,Jesús Vallejo,Pedro Neto,Morgan Gibbs-White,Diogo Jota,Jonny Castro,nan,nan,nan,nan
39,39,4,Sun,2019-09-01,16:30,Arsenal,2.4,2.0,Tottenham,"60,333",Emirates Stadium,Martin Atkinson,/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League,2,2,4-3-3,4-2-2-2,13.0,19.0,11.0,6.0,25.0,11.0,627.0,528.0,23.0,13.0,11.0,6.0,16.0,13.0,11.0,25.0,3.0,1.0,2.0,15.0,11.0,12.0,57.0,68.0,3.0,0.0,0.0,5.0,0.0,0.0,Bernd Leno,Sokratis Papastathopoulos,Alexandre Lacazette,Lucas Torreira,Pierre-Emerick Aubameyang,Ainsley Maitland-Niles,Nicolas Pépé,David Luiz,Mattéo Guendouzi,Sead Kolašinac,Granit Xhaka,Emiliano Martínez,Henrikh Mkhitaryan,Dani Ceballos,Mesut Özil,Calum Chambers,Reiss Nelson,Hugo Lloris,Danny Rose,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Érik Lamela,Moussa Sissoko,Christian Eriksen,Paulo Gazzaniga,Giovani Lo Celso,Dele Alli,Serge Aurier,Lucas Moura,Oliver Skipp,nan,nan,nan,nan
40,40,5,Sat,2019-09-14,12:30,Liverpool,3.0,0.3,Newcastle Utd,"51,430",Anfield,Andre Marriner,/en/matches/cde24fee/Liverpool-Newcastle-United-September-14-2019-Premier-League,3,1,4-3-3,5-4-1,5.0,4.0,10.0,1.0,34.0,5.0,994.0,445.0,13.0,20.0,8.0,11.0,25.0,13.0,8.0,36.0,2.0,8.0,4.0,13.0,13.0,15.0,59.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Adrián,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Sadio Mané,Mohamed Salah,Alex Oxlade-Chamberlain,Andrew Robertson,Divock Origi,Joël Matip,Trent Alexander-Arnold,Caoimhín Kelleher,James Milner,Roberto Firmino,Joe Gomez,Jordan Henderson,Adam Lallana,Martin Dúbravka,Paul Dummett,Fabian Schär,Jamaal Lascelles,Jonjo Shelvey,Joelinton,Isaac Hayden,Jetro Willems,Emil Krafth,Miguel Almirón,Christian Atsu,Karl Darlow,Ciaran Clark,Ki Sung-yueng,Yoshinori Mutō,Federico Fernández,Javier Manquillo,nan,nan,nan,nan
41,41,5,Sat,2019-09-14,15:00,Wolves,1.7,2.7,Chelsea,"31,534",Molineux Stadium,Graham Scott,/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League,2,5,3-5-2,3-4-3,8.0,11.0,7.0,5.0,24.0,14.0,607.0,741.0,17.0,20.0,14.0,17.0,17.0,22.0,12.0,30.0,1.0,1.0,10.0,7.0,30.0,26.0,59.0,60.0,1.0,0.0,0.0,2.0,0.0,0.0,Rui Patrício,Jesús Vallejo,Rúben Neves,Raúl Jiménez,Conor Coady,Diogo Jota,Jonny Castro,Romain Saïss,João Moutinho,Leander Dendoncker,Adama Traoré,John Ruddy,Matt Doherty,Pedro Neto,Patrick Cutrone,Morgan Gibbs-White,Rúben Vinagre,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,Jorginho,Tammy Abraham,Willian,Mateo Kovačić,Mason Mount,César Azpilicueta,Fikayo Tomori,Willy Caballero,Ross Barkley,Pedro,Kurt Zouma,Olivier Giroud,Christian Pulisic,nan,nan,nan,nan
42,42,5,Sat,2019-09-14,15:00,Brighton,1.4,0.4,Burnley,"29,398",The American Express Community Stadium,Michael Oliver,/en/matches/1d3bbc27/Brighton-and-Hove-Albion-Burnley-September-14-2019-Premier-League,1,1,3-4-3,4-4-2,13.0,7.0,3.0,6.0,16.0,18.0,663.0,462.0,21.0,17.0,12.0,11.0,26.0,24.0,22.0,25.0,2.0,2.0,8.0,12.0,33.0,31.0,73.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,Mathew Ryan,Shane Duffy,Lewis Dunk,Dale Stephens,Neal Maupay,Pascal Groß,Adam Webster,Glenn Murray,Solly March,Davy Pröpper,Dan Burn,David Button,Gaëtan Bong,Yves Bissouma,Aaron Mooy,Tudor Băluță,Aaron Connolly,Nick Pope,Matthew Lowton,Jack Cork,James Tarkowski,Ben Mee,Chris Wood,Ashley Barnes,Dwight McNeil,Ashley Westwood,Erik Pieters,Aaron Lennon,Joe Hart,Robbie Brady,Jeff Hendrick,Ben Gibson,Jay Rodriguez,Phil Bardsley,nan,nan,nan,nan
43,43,5,Sat,2019-09-14,15:00,Tottenham,1.0,0.6,Crystal Palace,"59,812",Tottenham Hotspur Stadium,Craig Pawson,/en/matches/1d812c17/Tottenham-Hotspur-Crystal-Palace-September-14-2019-Premier-League,4,0,4-2-2-2,4-5-1,19.0,11.0,4.0,3.0,18.0,10.0,794.0,498.0,11.0,15.0,14.0,18.0,20.0,14.0,13.0,15.0,1.0,0.0,0.0,12.0,22.0,16.0,64.0,55.0,4.0,0.0,0.0,3.0,0.0,0.0,Hugo Lloris,Danny Rose,Toby Alderweireld,Jan Vertonghen,Son Heung-min,Harry Winks,Harry Kane,Érik Lamela,Moussa Sissoko,Christian Eriksen,Serge Aurier,Paulo Gazzaniga,Victor Wanyama,Eric Dier,Dele Alli,Lucas Moura,Tanguy Ndombele,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,Cheikhou Kouyaté,Jordan Ayew,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jeffrey Schlupp,Gary Cahill,Wayne Hennessey,James Tomkins,Max Meyer,Christian Benteke,James McCarthy,Víctor Camarasa,nan,nan,nan,nan
44,44,5,Sat,2019-09-14,15:00,Manchester Utd,1.2,0.6,Leicester City,"73,689",Old Trafford,Martin Atkinson,/en/matches/6d0266a1/Manchester-United-Leicester-City-September-14-2019-Premier-League,1,0,4-2-3-1,4-1-4-1,14.0,14.0,3.0,9.0,9.0,24.0,521.0,641.0,19.0,30.0,12.0,10.0,11.0,16.0,35.0,12.0,0.0,2.0,7.0,7.0,28.0,26.0,48.0,84.0,1.0,0.0,0.0,2.0,0.0,0.0,David de Gea,Victor Lindelöf,Harry Maguire,Juan Mata,Marcus Rashford,Andreas Pereira,Ashley Young,Daniel James,Aaron Wan-Bissaka,Nemanja Matić,Scott McTominay,Sergio Romero,Phil Jones,Fred,Mason Greenwood,Angel Gomes,Axel Tuanzebe,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Demarai Gray,Youri Tielemans,Jamie Vardy,James Maddison,Hamza Choudhury,Ricardo Pereira,Wilfred Ndidi,Danny Ward,James Justin,Wes Morgan,Marc Albrighton,Harvey Barnes,Ayoze Pérez,nan,nan,nan,nan
45,45,5,Sat,2019-09-14,15:00,Sheffield Utd,1.8,1.6,Southampton,"30,985",Bramall Lane,Lee Mason,/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League,0,1,3-5-2,3-4-3,10.0,7.0,12.0,6.0,33.0,20.0,609.0,646.0,21.0,18.0,10.0,9.0,16.0,19.0,27.0,32.0,3.0,1.0,6.0,10.0,27.0,23.0,87.0,76.0,1.0,1.0,0.0,1.0,0.0,0.0,Dean Henderson,George Baldock,Enda Stevens,John Fleck,Jack O'Connell,Chris Basham,John Lundstram,Oliver McBurnie,John Egan,Oliver Norwood,David McGoldrick,Simon Moore,Luke Freeman,Billy Sharp,Callum Robinson,Lys Mousset,Ben Osborn,Angus Gunn,Cédric Soares,Maya Yoshida,Jannik Vestergaard,Che Adams,Moussa Djenepo,Oriol Romeu,James Ward-Prowse,Sofiane Boufal,Pierre Højbjerg,Jan Bednarek,Alex McCarthy,Jack Stephens,Shane Long,Danny Ings,Stuart Armstrong,Ryan Bertrand,nan,nan,nan,nan
46,46,5,Sat,2019-09-14,17:30,Norwich City,1.5,2.3,Manchester City,"27,035",Carrow Road,Kevin Friend,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,3,2,4-2-3-1,4-2-3-1,8.0,7.0,3.0,16.0,6.0,46.0,492.0,836.0,16.0,15.0,16.0,7.0,11.0,19.0,52.0,7.0,1.0,0.0,12.0,2.0,15.0,16.0,66.0,60.0,3.0,0.0,0.0,1.0,0.0,0.0,Tim Krul,Sam Byram,Ben Godfrey,Jamal Lewis,Todd Cantwell,Emi Buendía,Marco Stiepermann,Teemu Pukki,Kenny McLean,Ibrahim Amadou,Alexander Tettey,Ralf Fährmann,Michael McGovern,Grant Hanley,Philip Heise,Josip Drmić,Dennis Srbeny,Ederson,Kyle Walker,John Stones,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Oleksandr Zinchenko,Rodri,Bernardo Silva,David Silva,Nicolás Otamendi,Claudio Bravo,Gabriel Jesus,Kevin De Bruyne,Fernandinho,Riyad Mahrez,João Cancelo,nan,nan,nan,nan
47,47,5,Sun,2019-09-15,14:00,Bournemouth,1.4,1.5,Everton,"10,416",Vitality Stadium,Paul Tierney,/en/matches/886c59ae/Bournemouth-Everton-September-15-2019-Premier-League,3,1,4-4-2,4-2-3-1,5.0,14.0,7.0,7.0,7.0,22.0,512.0,643.0,18.0,18.0,13.0,13.0,23.0,24.0,37.0,11.0,4.0,0.0,12.0,3.0,23.0,28.0,64.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,Aaron Ramsdale,Steve Cook,Nathan Aké,Joshua King,Dominic Solanke,Callum Wilson,Lewis Cook,Jack Stacey,Diego Rico,Harry Wilson,Philip Billing,Artur Boruc,Andrew Surman,Jefferson Lerma,Jordon Ibe,Ryan Fraser,Jack Simpson,Jordan Pickford,Michael Keane,Richarlison,Fabian Delph,Dominic Calvert-Lewin,Gylfi Sigurðsson,Lucas Digne,Yerry Mina,Alex Iwobi,Morgan Schneiderlin,Séamus Coleman,Maarten Stekelenburg,Mason Holgate,Theo Walcott,Djibril Sidibé,Bernard,Tom Davies,nan,nan,nan,nan
