Unnamed: 0.1,Unnamed: 0,Matchday,Day,Date_x,Time_x,home,xG_home,xG_away,away,Assistance,Venue,Referee_x,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date_y,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee_y,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,Season,Time_y,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,WHCH,WHCD,WHCA,VCCH,VCCD,VCCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA
178,178,18,Sat,2018-12-22,17:30,Cardiff,1.4,2.8,Chelsea,"33,028",Cardiff City Stadium,Michael Oliver,/en/matches/7d45c66e/Cardiff-City-Manchester-United-December-22-2018-Premier-League,1,5,4-1-4-1,4-3-3,13.0,13.0,4.0,7.0,16.0,9.0,356.0,765.0,17.0,17.0,13.0,5.0,11.0,22.0,15.0,15.0,3.0,0.0,5.0,10.0,22.0,21.0,68.0,61.0,2.0,0.0,0.0,1.0,0.0,0.0,Neil Etheridge,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Callum Paterson,Aron Gunnarsson,Greg Cunningham,Víctor Camarasa,Sol Bamba,Junior Hoilett,Alex Smithies,Lee Peltier,Joe Ralls,Kenneth Zohore,Bobby Reid,Nathaniel Mendez-Laing,David de Gea,Victor Lindelöf,Phil Jones,Paul Pogba,Marcus Rashford,Anthony Martial,Jesse Lingard,Ashley Young,Ander Herrera,Luke Shaw,Nemanja Matić,Sergio Romero,Eric Bailly,Juan Mata,Andreas Pereira,Fred,Diogo Dalot,E0,31/03/2019,1.0,2.0,A,0.0,0.0,D,C Pawson,8.0,21.0,3.0,3.0,8.0,14.0,2.0,7.0,2.0,3.0,0.0,0.0,9.0,4.5,1.44,7.5,4.33,1.45,8.3,4.6,1.4,,,,8.23,4.64,1.46,8.0,4.5,1.42,8.5,4.5,1.45,34.0,9.05,8.08,4.65,4.47,1.47,1.44,33.0,1.82,1.77,2.15,2.06,22.0,1.5,1.71,1.67,2.34,2.25,9.28,4.7,1.42,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,179,18,Sun,2018-12-23,16:00,Everton,0.9,2.0,Tottenham,"39,319",Goodison Park,Paul Tierney,/en/matches/31157c7c/Everton-Tottenham-Hotspur-December-23-2018-Premier-League,2,6,4-2-3-1,4-1-2-1-2,13.0,9.0,2.0,1.0,18.0,3.0,548.0,755.0,11.0,14.0,15.0,10.0,13.0,21.0,9.0,32.0,4.0,2.0,5.0,11.0,21.0,21.0,76.0,82.0,0.0,0.0,0.0,2.0,0.0,0.0,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Séamus Coleman,Tom Davies,Dominic Calvert-Lewin,Richarlison,Maarten Stekelenburg,Leighton Baines,Yerry Mina,Cenk Tosun,Morgan Schneiderlin,Oumar Niasse,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Ben Davies,Paulo Gazzaniga,Danny Rose,Érik Lamela,Kyle Walker-Peters,Juan Foyth,Lucas Moura,E0,23/12/2018,2.0,6.0,A,1.0,3.0,A,P Tierney,10.0,17.0,3.0,8.0,13.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,3.25,3.5,2.3,3.2,3.4,2.25,3.15,3.45,2.25,,,,3.27,3.47,2.35,3.1,3.4,2.3,3.25,3.5,2.3,36.0,3.35,3.19,3.55,3.42,2.4,2.29,33.0,1.82,1.77,2.16,2.05,20.0,0.25,1.95,1.9,2.02,1.97,3.48,3.76,2.15,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180,19,Wed,2018-12-26,12:30,Fulham,1.2,1.4,Wolves,"24,382",Craven Cottage,Andre Marriner,/en/matches/8f09048d/Fulham-Wolverhampton-Wanderers-December-26-2018-Premier-League,1,1,3-4-3,3-4-1-2,9.0,6.0,2.0,0.0,12.0,21.0,464.0,840.0,15.0,23.0,16.0,11.0,31.0,31.0,31.0,4.0,0.0,2.0,18.0,8.0,24.0,29.0,84.0,101.0,2.0,0.0,0.0,1.0,0.0,0.0,Sergio Rico,Denis Odoi,Calum Chambers,Aleksandar Mitrović,Tim Ream,André Schürrle,Cyrus Christie,Joe Bryan,Jean Seri,Alfie Mawson,Aboubakar Kamara,Marcus Bettinelli,Ryan Sessegnon,Kevin McDonald,Tom Cairney,Floyd Ayité,Luciano Vietto,Rui Patrício,Matt Doherty,Ryan Bennett,Raúl Jiménez,Willy Boly,Conor Coady,Morgan Gibbs-White,Jonny Castro,Romain Saïss,João Moutinho,Adama Traoré,John Ruddy,Ivan Cavaleiro,Rúben Neves,Hélder Costa,Rúben Vinagre,Léo Bonatini,E0,26/12/2018,1.0,1.0,D,0.0,0.0,D,A Marriner,11.0,14.0,9.0,5.0,9.0,6.0,2.0,0.0,2.0,1.0,0.0,0.0,3.25,3.4,2.37,3.25,3.3,2.3,3.1,3.25,2.35,,,,3.25,3.3,2.45,3.2,3.2,2.35,3.3,3.3,2.4,37.0,3.3,3.19,3.4,3.28,2.47,2.36,35.0,2.12,2.05,1.84,1.78,21.0,0.25,1.9,1.85,2.09,2.03,2.96,3.15,2.76,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181,19,Wed,2018-12-26,15:00,Burnley,2.0,1.5,Everton,"21,484",Turf Moor,Michael Oliver,/en/matches/146ab8f3/Burnley-Everton-December-26-2018-Premier-League,1,5,5-3-2,3-4-3,11.0,19.0,5.0,7.0,18.0,19.0,554.0,578.0,17.0,10.0,2.0,6.0,34.0,52.0,21.0,33.0,2.0,2.0,5.0,10.0,23.0,21.0,91.0,86.0,2.0,0.0,0.0,4.0,0.0,0.0,Joe Hart,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Sam Vokes,Ashley Barnes,Jeff Hendrick,Ben Gibson,Ashley Westwood,Tom Heaton,Jóhann Berg Guðmundsson,Chris Wood,Phil Bardsley,Matěj Vydra,Kevin Long,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Yerry Mina,Bernard,Séamus Coleman,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Phil Jagielka,Idrissa Gana Gueye,Oumar Niasse,Tom Davies,E0,26/12/2018,1.0,5.0,A,1.0,3.0,A,M Oliver,11.0,13.0,4.0,6.0,11.0,19.0,5.0,7.0,2.0,4.0,0.0,0.0,4.33,3.5,1.95,4.33,3.4,1.91,4.4,3.5,1.85,,,,4.51,3.5,1.95,4.33,3.4,1.91,4.5,3.5,1.95,37.0,4.51,4.33,3.6,3.44,1.98,1.93,35.0,2.1,2.03,1.86,1.8,21.0,0.75,1.75,1.72,2.25,2.2,4.38,3.65,1.93,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,182,19,Wed,2018-12-26,15:00,Chelsea,1.5,1.1,Huddersfield,"74,523",Old Trafford,Jonathan Moss,/en/matches/1eacf9b2/Manchester-United-Huddersfield-Town-December-26-2018-Premier-League,3,1,4-2-3-1,4-2-3-1,9.0,13.0,5.0,3.0,13.0,15.0,793.0,510.0,14.0,27.0,12.0,21.0,16.0,12.0,17.0,21.0,1.0,4.0,12.0,3.0,32.0,20.0,64.0,71.0,1.0,0.0,0.0,1.0,0.0,0.0,David de Gea,Victor Lindelöf,Phil Jones,Paul Pogba,Juan Mata,Marcus Rashford,Jesse Lingard,Fred,Diogo Dalot,Luke Shaw,Nemanja Matić,Sergio Romero,Eric Bailly,Andreas Pereira,Ashley Young,Ander Herrera,Marouane Fellaini,Jonas Lössl,Terence Kongolo,Philip Billing,Elias Kachunga,Isaac Mbenza,Laurent Depoitre,Alex Pritchard,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Erik Durm,Ben Hamer,Jonathan Hogg,Juninho Bacuna,Chris Löwe,Collin Quaner,Steve Mounié,E0,02/02/2019,5.0,0.0,H,2.0,0.0,H,P Tierney,23.0,5.0,7.0,2.0,8.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,1.2,7.5,19.0,1.17,7.5,16.5,1.17,7.5,15.0,,,,1.22,6.93,14.33,1.18,7.0,17.0,1.2,7.0,19.0,35.0,1.23,1.2,7.5,6.81,19.0,15.53,33.0,1.7,1.63,2.41,2.27,22.0,-2.0,2.16,2.07,1.93,1.79,1.23,6.54,15.2,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,183,19,Wed,2018-12-26,15:00,Liverpool,2.9,0.5,Newcastle,"53,318",Anfield,Graham Scott,/en/matches/3d252639/Liverpool-Newcastle-United-December-26-2018-Premier-League,4,0,4-2-3-1,5-3-2,7.0,10.0,10.0,2.0,26.0,14.0,878.0,402.0,8.0,15.0,9.0,15.0,16.0,16.0,14.0,44.0,1.0,1.0,7.0,13.0,26.0,18.0,103.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Alisson,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Xherdan Shaqiri,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Nathaniel Clyne,Fabinho,Naby Keïta,Daniel Sturridge,Adam Lallana,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Mohamed Diamé,Matt Ritchie,Yoshinori Mutō,Isaac Hayden,Kenedy,Federico Fernández,Joselu,DeAndre Yedlin,Freddie Woodman,Fabian Schär,Jacob Murphy,Salomón Rondón,Ayoze Pérez,Javier Manquillo,E0,26/12/2018,4.0,0.0,H,1.0,0.0,H,G Scott,16.0,6.0,8.0,2.0,7.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,1.16,8.5,19.0,1.16,8.0,16.0,1.17,7.6,16.5,,,,1.16,8.26,19.61,1.15,8.0,17.0,1.17,8.5,21.0,37.0,1.18,1.16,9.5,8.05,21.0,17.73,36.0,1.47,1.42,3.05,2.83,23.0,-2.0,1.81,1.77,2.18,2.11,1.16,8.43,19.78,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,184,19,Wed,2018-12-26,15:00,Leicester,1.3,1.4,Man City,"32,090",King Power Stadium,Mike Dean,/en/matches/56a793f1/Leicester-City-Manchester-City-December-26-2018-Premier-League,2,1,4-3-3,4-3-3,5.0,8.0,3.0,7.0,11.0,35.0,492.0,781.0,22.0,18.0,8.0,5.0,26.0,15.0,51.0,14.0,1.0,3.0,11.0,5.0,17.0,26.0,73.0,76.0,2.0,0.0,0.0,2.0,1.0,0.0,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Jamie Vardy,James Maddison,Marc Albrighton,Ricardo Pereira,Harry Maguire,Nampalys Mendy,Wilfred Ndidi,Hamza Choudhury,Danny Ward,Danny Simpson,Jonny Evans,Demarai Gray,Shinji Okazaki,Vicente Iborra,Ederson,Danilo,John Stones,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Kevin De Bruyne,Fabian Delph,Leroy Sané,Bernardo Silva,Arijanet Muric,Kyle Walker,David Silva,Riyad Mahrez,Nicolás Otamendi,Oleksandr Zinchenko,E0,26/12/2018,2.0,1.0,H,1.0,1.0,D,M Dean,10.0,11.0,5.0,4.0,5.0,8.0,3.0,7.0,2.0,2.0,0.0,1.0,9.5,5.25,1.36,8.5,5.0,1.36,8.0,5.0,1.37,,,,9.66,5.31,1.36,9.5,5.0,1.35,10.0,5.25,1.36,37.0,10.0,9.0,5.45,5.13,1.39,1.36,34.0,1.65,1.6,2.47,2.33,23.0,1.5,1.93,1.87,2.04,2.0,9.58,5.9,1.33,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,185,19,Wed,2018-12-26,15:00,Tottenham,1.7,1.1,Bournemouth,"45,154",Tottenham Hotspur Stadium,Chris Kavanagh,/en/matches/5c08f848/Tottenham-Hotspur-Bournemouth-December-26-2018-Premier-League,5,0,4-2-3-1,4-1-4-1,5.0,8.0,3.0,4.0,10.0,15.0,729.0,581.0,12.0,16.0,12.0,10.0,8.0,15.0,16.0,8.0,1.0,3.0,8.0,5.0,14.0,24.0,70.0,71.0,2.0,0.0,0.0,1.0,0.0,0.0,Hugo Lloris,Danny Rose,Toby Alderweireld,Son Heung-min,Harry Winks,Harry Kane,Kyle Walker-Peters,Moussa Sissoko,Juan Foyth,Christian Eriksen,Lucas Moura,Paulo Gazzaniga,Kieran Trippier,Davinson Sánchez,Érik Lamela,Fernando Llorente,Ben Davies,Asmir Begović,Simon Francis,Steve Cook,Nathan Aké,Andrew Surman,Jefferson Lerma,Charlie Daniels,Callum Wilson,Junior Stanislas,David Brooks,Ryan Fraser,Artur Boruc,Lys Mousset,Jordon Ibe,Joshua King,Jermain Defoe,Diego Rico,E0,26/12/2018,5.0,0.0,H,3.0,0.0,H,C Kavanagh,10.0,14.0,7.0,4.0,4.0,8.0,3.0,4.0,2.0,1.0,0.0,0.0,1.36,5.5,9.0,1.34,5.25,9.0,1.35,5.2,8.4,,,,1.37,5.18,10.01,1.33,5.25,9.0,1.36,5.5,10.0,37.0,1.38,1.35,5.5,5.23,10.01,9.12,35.0,1.52,1.48,2.95,2.62,23.0,-1.5,2.01,1.96,1.95,1.91,1.37,5.38,9.25,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,186,19,Wed,2018-12-26,15:00,Crystal Palace,2.1,0.9,Cardiff,"25,206",Selhurst Park,Lee Probert,/en/matches/c58e407b/Crystal-Palace-Cardiff-City-December-26-2018-Premier-League,0,0,4-4-2,5-4-1,9.0,11.0,12.0,1.0,27.0,10.0,690.0,479.0,10.0,20.0,10.0,13.0,22.0,23.0,14.0,49.0,0.0,3.0,6.0,18.0,32.0,20.0,84.0,84.0,0.0,0.0,0.0,3.0,0.0,0.0,Vicente Guaita,Patrick van Aanholt,Luka Milivojević,James Tomkins,Max Meyer,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,James McArthur,Aaron Wan-Bissaka,Julián Speroni,Joel Ward,Scott Dann,Jordan Ayew,Jeffrey Schlupp,Connor Wickham,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Joe Ralls,Bobby Reid,Víctor Camarasa,Sol Bamba,Kadeem Harris,Junior Hoilett,Alex Smithies,Harry Arter,Josh Murphy,Aron Gunnarsson,Greg Cunningham,Nathaniel Mendez-Laing,E0,26/12/2018,0.0,0.0,D,0.0,0.0,D,L Probert,31.0,9.0,5.0,4.0,9.0,11.0,12.0,1.0,0.0,3.0,0.0,0.0,1.66,4.0,5.75,1.65,4.0,5.25,1.7,3.8,5.0,,,,1.65,3.96,6.08,1.63,3.8,5.8,1.67,3.9,6.0,37.0,1.7,1.65,4.1,3.92,6.08,5.59,35.0,1.96,1.9,2.0,1.91,23.0,-1.0,2.2,2.13,1.81,1.76,1.66,3.79,6.44,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,187,19,Wed,2018-12-26,17:15,Brighton,1.1,0.8,Arsenal,"30,608",The American Express Community Stadium,Anthony Taylor,/en/matches/60a25a27/Brighton-and-Hove-Albion-Arsenal-December-26-2018-Premier-League,1,1,4-5-1,4-1-2-1-2,10.0,4.0,4.0,9.0,16.0,17.0,459.0,832.0,19.0,7.0,13.0,10.0,15.0,14.0,22.0,12.0,1.0,1.0,8.0,9.0,20.0,18.0,73.0,56.0,2.0,0.0,0.0,1.0,0.0,0.0,Mathew Ryan,Shane Duffy,Dale Stephens,Jürgen Locadia,Pascal Groß,Leon Balogun,Glenn Murray,Solly March,Martín Montoya,Davy Pröpper,Bernardo,David Button,Bruno,Gaëtan Bong,Beram Kayal,Yves Bissouma,Florin Andone,Bernd Leno,Sokratis Papastathopoulos,Laurent Koscielny,Alexandre Lacazette,Mesut Özil,Lucas Torreira,Stephan Lichtsteiner,Pierre-Emerick Aubameyang,Mattéo Guendouzi,Sead Kolašinac,Granit Xhaka,Petr Čech,Mohamed Elneny,Aaron Ramsey,Ainsley Maitland-Niles,Alex Iwobi,Eddie Nketiah,E0,26/12/2018,1.0,1.0,D,1.0,1.0,D,A Taylor,12.0,7.0,3.0,4.0,10.0,4.0,4.0,9.0,2.0,1.0,0.0,0.0,5.25,3.9,1.72,5.25,3.9,1.67,4.85,3.85,1.7,,,,5.26,3.84,1.75,5.0,3.8,1.7,5.25,3.9,1.75,37.0,5.33,5.04,4.05,3.84,1.77,1.71,35.0,1.8,1.75,2.2,2.08,23.0,1.0,1.75,1.68,2.33,2.26,5.48,3.89,1.72,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,188,19,Wed,2018-12-26,19:30,Watford,1.2,1.9,Chelsea,"20,415",Vicarage Road Stadium,Martin Atkinson,/en/matches/1634f179/Watford-Chelsea-December-26-2018-Premier-League,1,2,4-2-2-2,4-3-3,15.0,5.0,3.0,4.0,11.0,11.0,523.0,866.0,18.0,12.0,12.0,3.0,20.0,15.0,15.0,15.0,0.0,2.0,12.0,7.0,16.0,14.0,90.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,Ben Foster,Gerard Deulofeu,Troy Deeney,Ken Sema,Craig Cathcart,Abdoulaye Doucouré,Kiko Femenía,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Tom Cleverley,Isaac Success,Adam Masina,Domingos Quina,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Eden Hazard,Pedro,Mateo Kovačić,Willian,César Azpilicueta,David Luiz,Willy Caballero,Cesc Fàbregas,Ross Barkley,Olivier Giroud,Callum Hudson-Odoi,Gary Cahill,E0,26/12/2018,1.0,2.0,A,1.0,1.0,D,M Atkinson,10.0,10.0,2.0,4.0,15.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,5.25,3.8,1.75,5.0,3.8,1.7,4.7,3.85,1.73,,,,5.08,3.92,1.76,4.8,3.75,1.73,5.0,3.8,1.75,37.0,5.27,4.89,3.95,3.8,1.79,1.74,35.0,1.8,1.74,2.21,2.1,23.0,1.0,1.71,1.66,2.4,2.28,5.74,4.01,1.67,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,189,19,Thu,2018-12-27,19:45,Southampton,1.2,1.2,West Ham,"31,654",St. Mary's Stadium,Craig Pawson,/en/matches/697ac3ce/Southampton-West-Ham-United-December-27-2018-Premier-League,1,2,3-4-3,4-2-3-1,10.0,3.0,4.0,6.0,17.0,16.0,601.0,690.0,25.0,20.0,12.0,13.0,16.0,18.0,32.0,21.0,4.0,2.0,10.0,5.0,23.0,33.0,65.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,Alex McCarthy,Maya Yoshida,Jannik Vestergaard,Danny Ings,Oriol Romeu,Stuart Armstrong,Mario Lemina,Nathan Redmond,Matt Targett,Jan Bednarek,Yan Valery,Angus Gunn,Jack Stephens,Shane Long,Charlie Austin,Mohamed Elyounoussi,James Ward-Prowse,Łukasz Fabiański,Aaron Cresswell,Felipe Anderson,Robert Snodgrass,Pedro Obiang,Angelo Ogbonna,Issa Diop,Lucas Pérez,Michail Antonio,Declan Rice,Grady Diangana,Adrián,Andy Carroll,Mark Noble,Arthur Masuaku,Xande Silva,,E0,27/12/2018,1.0,2.0,A,0.0,0.0,D,C Pawson,11.0,16.0,5.0,5.0,10.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,2.3,3.5,3.3,2.2,3.5,3.2,2.2,3.45,3.2,,,,2.28,3.56,3.32,2.25,3.4,3.2,2.25,3.5,3.3,37.0,2.31,2.25,3.6,3.46,3.36,3.24,35.0,1.85,1.79,2.11,2.04,21.0,-0.25,2.01,1.94,1.98,1.94,2.32,3.37,3.43,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,190,20,Sat,2018-12-29,15:00,Watford,1.3,0.7,Newcastle,"20,336",Vicarage Road Stadium,Roger East,/en/matches/06693984/Watford-Newcastle-United-December-29-2018-Premier-League,1,1,4-2-2-2,5-4-1,17.0,16.0,3.0,6.0,22.0,25.0,741.0,490.0,7.0,22.0,7.0,18.0,30.0,23.0,33.0,37.0,1.0,4.0,3.0,6.0,26.0,11.0,78.0,92.0,1.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Daryl Janmaat,Adrian Mariappa,Gerard Deulofeu,Isaac Success,Adam Masina,Craig Cathcart,Will Hughes,Domingos Quina,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Miguel Britos,Tom Cleverley,Troy Deeney,Ken Sema,Abdoulaye Doucouré,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Salomón Rondón,Mohamed Diamé,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Federico Fernández,DeAndre Yedlin,Christian Atsu,Freddie Woodman,Fabian Schär,Jacob Murphy,Jonjo Shelvey,Yoshinori Mutō,Javier Manquillo,E0,29/12/2018,1.0,1.0,D,0.0,1.0,A,R East,12.0,8.0,5.0,2.0,17.0,16.0,3.0,6.0,1.0,2.0,0.0,0.0,1.85,3.6,4.0,1.8,3.6,4.6,1.85,3.5,4.4,,,,1.81,3.78,4.9,1.78,3.6,4.75,1.8,3.75,5.0,37.0,1.88,1.81,3.8,3.67,5.0,4.59,35.0,2.05,1.99,1.9,1.83,21.0,-1.0,2.7,2.54,1.61,1.55,1.79,3.67,5.26,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,191,20,Sat,2018-12-29,15:00,Fulham,1.8,0.4,Huddersfield,"24,423",Craven Cottage,Kevin Friend,/en/matches/2cd7ca82/Fulham-Huddersfield-Town-December-29-2018-Premier-League,1,0,3-4-3,3-5-1-1,12.0,10.0,4.0,3.0,22.0,17.0,559.0,673.0,8.0,9.0,10.0,12.0,38.0,25.0,28.0,21.0,3.0,2.0,7.0,7.0,23.0,27.0,88.0,106.0,3.0,0.0,0.0,1.0,0.0,0.0,Sergio Rico,Denis Odoi,Calum Chambers,Aleksandar Mitrović,Tom Cairney,Tim Ream,Luciano Vietto,Cyrus Christie,Joe Bryan,Jean Seri,Alfie Mawson,Marcus Bettinelli,Ryan Sessegnon,Floyd Ayité,André Schürrle,Maxime Le Marchand,Ibrahima Cissé,Jonas Lössl,Terence Kongolo,Jonathan Hogg,Philip Billing,Chris Löwe,Alex Pritchard,Steve Mounié,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Erik Durm,Ben Hamer,Juninho Bacuna,Elias Kachunga,Adama Diakhaby,Isaac Mbenza,Laurent Depoitre,E0,29/12/2018,1.0,0.0,H,0.0,0.0,D,K Friend,14.0,9.0,5.0,5.0,12.0,10.0,4.0,3.0,3.0,1.0,0.0,0.0,2.0,3.4,3.75,2.05,3.3,3.8,2.0,3.25,4.0,,,,2.09,3.32,4.16,2.05,3.2,4.0,2.1,3.3,4.1,37.0,2.12,2.06,3.4,3.27,4.2,3.97,34.0,2.4,2.29,1.68,1.62,21.0,-0.25,1.82,1.75,2.2,2.15,2.07,3.26,4.33,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,192,20,Sat,2018-12-29,15:00,Brighton,1.1,0.7,Everton,"30,597",The American Express Community Stadium,Andy Madley,/en/matches/52202784/Brighton-and-Hove-Albion-Everton-December-29-2018-Premier-League,1,0,4-5-1,3-4-3,10.0,11.0,6.0,6.0,17.0,20.0,549.0,609.0,23.0,16.0,6.0,8.0,27.0,34.0,40.0,19.0,2.0,1.0,8.0,9.0,39.0,34.0,100.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,David Button,Shane Duffy,Lewis Dunk,Dale Stephens,Jürgen Locadia,Florin Andone,Pascal Groß,Solly March,Martín Montoya,Davy Pröpper,Bernardo,Jason Steele,Gaëtan Bong,Beram Kayal,Yves Bissouma,Leon Balogun,Glenn Murray,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Theo Walcott,Lucas Digne,Yerry Mina,Idrissa Gana Gueye,Bernard,Séamus Coleman,Richarlison,Maarten Stekelenburg,Leighton Baines,Phil Jagielka,Gylfi Sigurðsson,Oumar Niasse,Tom Davies,E0,29/12/2018,1.0,0.0,H,0.0,0.0,D,A Madley,11.0,13.0,3.0,4.0,10.0,11.0,6.0,6.0,0.0,2.0,0.0,0.0,3.25,3.4,2.14,3.5,3.3,2.15,3.4,3.3,2.2,,,,3.54,3.41,2.26,3.4,3.3,2.2,3.6,3.4,2.2,37.0,3.6,3.44,3.46,3.36,2.3,2.21,35.0,2.1,2.01,1.9,1.81,21.0,0.25,2.03,1.98,1.93,1.89,3.27,3.34,2.41,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
